"student_user_No","성별","지역","학교넘버","학교","학년","등급","수학점수"
6761,"F","대전광역시",8766,"대전가양중학교",478,472,NA
6757,"M","경상남도",9499,"진주제일중학교",478,471,99
675,"F","대구광역시",7872,"효성여자고등학교",481,464,8
6753,"F","대구광역시",863,"대구혜화여자고등학교",481,465,4
6716,"F","경상남도",8559,"창원남중학교",479,472,7
3122,"F","부산광역시",1238,"삼정고등학교",481,47,NA
64167,"F","경기도",3446,"운양중학교",477,473,38
28343,"F","경상남도",2969,"도계중학교",477,471,NA
6745,"F","경기도",9345,"호원고등학교",481,465,NA
6741,"F","인천광역시",646,"원당중학교",478,472,75
66356,"M","서울특별시",517,"백암고등학교",48,467,NA
58624,"M","서울특별시",38,"광장중학교",479,471,95
6732,"M","경기도",7294,"장내중학교",479,473,6
6731,"F","경상남도",3174,"해성중학교(거제시)",477,473,5
58895,"F","경상남도",1218,"진해여자고등학교",48,465,54
66714,"F","강원도",11232,"양양여자중학교",479,473,25
52767,"F","전라북도",1124,"전주근영중학교",478,471,96
66977,"F","",21,"기타",477,473,5
54754,"M","충청북도",1157,"송면중학교",478,471,89
64982,"F","경기도",1586,"한수중학교",479,472,4
6686,"M","대구광역시",775,"대구중앙중학교",478,472,88
673,"M","강원도",38,"대성고등학교",48,464,75
44588,"F","경기도",83,"서원중학교",477,472,88
675,"F","부산광역시",476,"부흥중학교",477,472,1
671,"F","경상남도",11224,"남해중학교",479,471,98
55396,"F","",21,"기타",484,463,9
66927,"F","경기도",773,"송탄제일고등학교",482,466,29
66997,"F","경상남도",2958,"능동중학교",479,472,95
66993,"M","서울특별시",8874,"숭실고등학교",482,464,8
66991,"F","광주광역시",755,"전남여자고등학교",48,467,17
52429,"F","",21,"기타",484,465,7
66989,"F","전라북도",769,"전주아중중학교",478,472,88
5688,"F","경기도",519,"백영고등학교",481,465,78
56789,"F","대구광역시",8664,"안심중학교",478,472,5
66945,"M","서울특별시",177,"서울과학고등학교",481,462,1
66964,"F","경상북도",8571,"근화여자고등학교",481,464,NA
66988,"F","충청남도",296,"태안여자중학교",479,471,NA
66426,"F","광주광역시",8527,"운리중학교",477,472,9
66317,"F","서울특별시",1525,"방배중학교",478,472,5
66981,"M","",21,"기타",478,472,72
6593,"M","",21,"기타",478,471,1
66979,"F","서울특별시",2,"가락고등학교",48,465,7
66962,"M","부산광역시",973,"부산개성중학교",477,472,84
6595,"M","경기도",9927,"호평고등학교",48,465,NA
66972,"M","서울특별시",9,"여의도고등학교",48,464,58
66944,"F","서울특별시",951,"태릉중학교",478,472,79
66966,"F","",21,"기타",481,464,7
5278,"F","서울특별시",8223,"미양중학교",478,472,97
66929,"M","서울특별시",42,"구룡중학교",478,473,51
66914,"F","강원도",1674,"방산중학교",477,472,66
66961,"M","대전광역시",8331,"대전봉우중학교",477,472,98
66849,"F","경상북도",8254,"영주여자중학교",478,472,88
66959,"F","",21,"기타",477,472,84
5545,"M","충청남도",7388,"부여고등학교",48,466,NA
66951,"F","광주광역시",645,"상일여자고등학교",48,467,23
66952,"F","경상남도",231,"김해중앙여자고등학교",48,467,51
66946,"F","경기도",931,"기안중학교",478,471,95
6639,"F","서울특별시",666,"서울대학교사범대학부설고등학교",484,463,88
66948,"F","경기도",1116,"금릉중학교",479,471,1
66938,"F","",21,"기타",484,462,NA
56426,"F","대구광역시",8984,"신명고등학교",48,462,95
66935,"F","충청남도",7397,"인지중학교",479,472,88
66933,"F","서울특별시",9774,"한양대학교사범대학부속고등학교",482,463,88
6693,"F","서울특별시",191,"성신여자중학교",479,472,97
66932,"M","대구광역시",7991,"대진중학교",479,472,NA
668,"F","대전광역시",3425,"대전도안중학교",477,473,95
66926,"M","서울특별시",1542,"명덕외국어고등학교",481,465,65
66923,"M","경기도",1279,"상현중학교",479,471,1
66922,"F","경기도",1549,"탄벌중학교",479,472,93
66872,"F","경기도",146,"의정부여자고등학교",48,465,7
6696,"F","",21,"기타",48,463,96
66836,"M","충청북도",543,"봉명고등학교",48,468,38
57679,"F","강원도",282,"경포고등학교",481,464,56
66865,"F","대구광역시",138,"함지고등학교",48,467,54
4143,"F","경기도",99,"용호고등학교",482,463,NA
64992,"F","경기도",138,"은행고등학교",481,467,5
6419,"F","",21,"기타",484,463,9
66895,"F","서울특별시",1,"가락중학교",479,471,97
66818,"F","경기도",1467,"은행중학교",478,473,42
6428,"F","경기도",9851,"상현고등학교",482,464,NA
54223,"F","경상남도",8155,"충렬여자중학교",479,472,NA
66891,"F","경상남도",1218,"진해여자고등학교",48,465,68
66871,"F","서울특별시",736,"신창중학교",477,472,49
66887,"F","경상남도",298,"마산삼진중학교",479,472,4
66885,"F","충청남도",296,"태안여자중학교",479,472,NA
6688,"F","경상북도",7697,"영일중학교",479,473,68
66873,"F","부산광역시",58,"연제중학교",478,471,97
48158,"F","경상남도",193,"반성중학교",479,472,7
66862,"F","충청북도",1978,"청주여자상업고등학교",481,469,38
52916,"F","충청북도",1896,"충주여자중학교",479,472,78
66855,"F","전라북도",11154,"정읍여자고등학교",48,466,NA
66314,"M","경기도",1458,"효원고등학교",482,464,51
66851,"F","경상남도",1218,"진해여자고등학교",48,465,5
6483,"F","경상남도",11279,"창원중앙중학교",479,472,75
66839,"F","경기도",9815,"운산고등학교",481,464,74
59153,"M","대구광역시",1442,"화원고등학교",48,464,88
57273,"F","대구광역시",7583,"동본리중학교",477,472,82
8956,"M","경기도",1176,"주엽고등학교",481,466,NA
6362,"M","경기도",8797,"현화중학교",478,472,91
6947,"F","세종특별자치시",857,"도담고등학교",48,467,48
66822,"M","부산광역시",4,"가야고등학교",482,464,8
66816,"F","경기도",1459,"원일중학교",479,472,72
66815,"M","인천광역시",661,"인천서창중학교",479,472,95
61928,"F","서울특별시",7546,"용마중학교",478,472,1
6681,"F","강원도",8518,"춘천여자중학교",479,472,7
66798,"F","전라남도",2425,"보성여자중학교",477,472,88
61755,"F","경상북도",983,"청도고등학교",48,465,1
66793,"M","서울특별시",1369,"한성고등학교",481,466,NA
66789,"M","경기도",9147,"청담고등학교",482,462,NA
63279,"F","서울특별시",9214,"성신여자고등학교",482,463,NA
56926,"F","경상북도",2752,"신라중학교",478,472,NA
6447,"M","경기도",881,"성문고등학교",481,463,96
66776,"F","경기도",1581,"하탑중학교",478,472,8
66775,"F","제주특별자치도",833,"신성여자고등학교",48,465,68
66774,"F","부산광역시",52,"이사벨중학교",479,472,NA
63296,"F","경상북도",741,"세명고등학교",482,463,NA
66764,"F","광주광역시",7351,"금호중앙중학교",477,473,5
65643,"M","강원도",9941,"남춘천중학교",478,472,53
6675,"F","",21,"기타",479,472,7
57349,"F","경기도",1435,"오마중학교",479,473,NA
66747,"M","",21,"기타",484,463,2
63536,"F","",21,"기타",484,462,NA
6535,"M","서울특별시",11342,"서울중앙고등학교",481,466,64
6287,"F","서울특별시",9943,"홍은중학교",477,472,1
6448,"M","경상남도",2285,"김해제일고등학교",482,463,7
66737,"F","",21,"기타",48,466,NA
66734,"F","",21,"기타",48,464,85
66729,"F","인천광역시",676,"청량중학교",478,471,92
56638,"F","경기도",1139,"능곡중학교",478,473,7
66558,"F","",21,"기타",484,47,NA
66718,"F","대전광역시",723,"대전삼천중학교",477,471,88
6671,"F","경기도",7446,"중흥중학교",478,472,96
6678,"M","서울특별시",847,"한영중학교",478,471,8
58168,"F","서울특별시",8415,"중평중학교",479,473,43
6675,"F","대구광역시",874,"월서중학교",479,472,7
3942,"F","",21,"기타",477,473,NA
662,"M","경상남도",319,"산청중학교",478,473,11
66689,"F","부산광역시",467,"부산수영중학교",477,473,42
6638,"M","경기도",8797,"현화중학교",478,472,7
64988,"F","부산광역시",467,"부산수영중학교",477,473,NA
66184,"F","경기도",22,"김포고등학교",48,466,58
47988,"M","",21,"기타",484,462,NA
48781,"M","부산광역시",729,"성지고등학교",484,464,84
59445,"F","",21,"기타",484,463,92
66623,"M","부산광역시",8156,"동래중학교",479,471,95
6335,"F","",21,"기타",48,466,5
66668,"F","경상북도",284,"대가야고등학교",48,466,37
6667,"M","울산광역시",143,"현대청운고등학교",482,462,NA
9958,"F","서울특별시",7155,"신현고등학교",48,466,NA
66663,"F","서울특별시",91,"여의도여자고등학교",48,468,NA
66647,"F","",21,"기타",478,472,85
6655,"F","부산광역시",491,"문현여자고등학교",482,464,NA
66656,"F","부산광역시",42,"대청중학교",478,471,1
6665,"F","",21,"기타",479,473,45
66646,"M","경상남도",3174,"해성중학교(거제시)",478,473,NA
66523,"F","경상남도",2973,"동진여자중학교",478,472,89
54787,"M","경기도",2199,"용문고등학교",48,464,94
66645,"F","",21,"기타",478,472,6
66514,"F","인천광역시",8783,"산곡여자중학교",48,466,39
66334,"F","경기도",16,"소명여자중학교",478,472,9
56974,"F","광주광역시",3259,"호남삼육중학교",477,472,NA
6664,"M","서울특별시",1463,"휘문고등학교",482,462,NA
66641,"F","서울특별시",116,"문정중학교",479,472,7
66622,"F","서울특별시",13,"개포중학교",479,472,96
55192,"M","인천광역시",1911,"만수북중학교",478,473,37
6667,"F","인천광역시",633,"신흥중학교",479,473,NA
6663,"F","부산광역시",8623,"부곡여자중학교",478,472,1
6397,"F","충청남도",214,"신평중학교",479,472,NA
66597,"M","서울특별시",7,"경신고등학교",484,463,85
66253,"F","",21,"기타",484,47,79
66583,"F","부산광역시",829,"금정여자고등학교",481,468,4
64572,"F","충청남도",232,"온양여자중학교",479,472,NA
6645,"F","",21,"기타",477,471,95
6573,"F","경기도",1289,"서현중학교",478,473,6
66565,"M","서울특별시",885,"양정고등학교",481,465,89
66575,"F","경기도",7522,"이천양정여자중학교",479,472,86
66569,"F","경기도",419,"동화고등학교",48,465,63
66544,"F","전라남도",1124,"나주상업고등학교",482,465,89
66542,"M","경기도",643,"상일고등학교",484,468,24
66537,"M","서울특별시",9,"여의도고등학교",477,471,NA
66321,"M","경상북도",9727,"포항제철고등학교",482,47,NA
66529,"M","대전광역시",1947,"서대전고등학교",481,463,42
66415,"F","경기도",119,"중흥고등학교",481,465,6
63989,"F","인천광역시",9186,"인천청람중학교",477,472,NA
64669,"M","경기도",183,"범박고등학교",481,465,7
55373,"F","대구광역시",86,"경화여자고등학교",481,462,1
5185,"M","경기도",1368,"부천남중학교",478,471,1
65936,"F","서울특별시",812,"숭의여자고등학교",48,464,NA
66496,"F","경상남도",927,"창원문성고등학교",481,468,19
61589,"F","경기도",197,"일산동고등학교",48,467,25
56673,"F","",21,"기타",478,472,69
66492,"M","서울특별시",687,"선덕고등학교",481,464,6
57267,"F","충청남도",125,"천안두정고등학교",48,463,NA
61943,"F","부산광역시",48,"남천중학교",478,471,92
66487,"F","전라남도",11364,"영암금정중학교",478,472,51
66481,"F","울산광역시",1577,"연암중학교",477,472,6
65823,"F","경기도",153,"감정중학교",478,471,1
2649,"F","대구광역시",771,"강동중학교",478,472,NA
66476,"M","경기도",15,"이매고등학교",481,464,6
4741,"F","",21,"기타",477,473,86
66475,"F","경상남도",8976,"밀양여자중학교",479,472,92
66469,"F","",21,"기타",477,473,86
66468,"F","강원도",1617,"가곡중학교",477,472,95
58653,"F","대구광역시",851,"성화중학교",477,472,6
66461,"F","경기도",753,"소래고등학교",482,463,92
65568,"M","경상남도",9553,"진해중학교",479,472,NA
43294,"M","서울특별시",32,"인수중학교",477,472,9
66217,"F","",21,"기타",484,464,85
6635,"M","대구광역시",9423,"대곡고등학교",48,467,83
66454,"F","광주광역시",8614,"천곡중학교",478,473,32
65349,"F","",21,"기타",477,472,1
4973,"F","",21,"기타",484,464,84
66445,"M","대구광역시",814,"대륜중학교",479,471,96
65728,"F","경기도",7848,"평내고등학교",48,465,63
664,"M","서울특별시",722,"노원고등학교",482,462,NA
65112,"F","경상남도",1738,"정곡중학교",479,471,1
66422,"F","경기도",1455,"원곡중학교",479,471,96
475,"F","서울특별시",7546,"용마중학교",478,473,NA
3477,"M","서울특별시",875,"서울고등학교",481,465,NA
66412,"F","경상남도",8976,"밀양여자중학교",478,472,7
55881,"F","경기도",179,"고양동산고등학교",481,464,88
646,"M","서울특별시",995,"우신고등학교",482,466,5
66249,"F","전라남도",7317,"해남고등학교",48,467,3
66359,"F","강원도",167,"문막중학교",478,473,NA
58732,"F","전라북도",1243,"고산중학교",478,471,1
66346,"F","서울특별시",9228,"염경중학교",479,472,6
66279,"F","경기도",754,"소명여자고등학교",481,464,85
66338,"F","서울특별시",9,"개봉중학교",478,472,8
66331,"F","대전광역시",1374,"대전전민고등학교",481,463,69
54572,"M","경상북도",943,"영일고등학교",48,464,7
4762,"F","",21,"기타",484,466,NA
6631,"M","대전광역시",9624,"대전중앙고등학교",48,464,59
66319,"F","서울특별시",189,"성서중학교",478,472,73
65647,"F","경상북도",7697,"영일중학교",479,472,8
66237,"F","부산광역시",847,"동주여자고등학교",48,466,NA
66316,"F","광주광역시",645,"상일여자고등학교",48,464,88
66312,"F","서울특별시",143,"홍익대학교사범대학부속여자고등학교",481,464,9
5914,"F","경기도",9417,"신장고등학교",481,466,5
6637,"F","",21,"기타",479,472,1
61883,"M","경기도",818,"신갈고등학교",481,464,52
66299,"F","",21,"기타",477,472,NA
5271,"M","경기도",169,"회룡중학교",477,471,1
66291,"F","",21,"기타",477,473,99
6613,"M","",21,"기타",484,466,NA
668,"F","",21,"기타",479,471,9
29842,"F","",21,"기타",484,464,NA
66261,"F","부산광역시",847,"동주여자고등학교",48,466,5
6523,"F","강원도",212,"도계고등학교",48,468,16
4943,"M","서울특별시",349,"대진고등학교",48,468,28
63962,"F","서울특별시",8645,"북악중학교",479,472,85
66211,"F","경기도",272,"가온고등학교",48,463,92
66243,"F","경기도",1235,"본오중학교",478,471,NA
66233,"F","인천광역시",562,"검단중학교",477,473,6
496,"F","서울특별시",7329,"성내중학교",477,472,NA
65782,"F","경기도",151,"정천중학교",477,473,27
6622,"F","경기도",187,"진위중학교",477,473,6
66219,"F","전라북도",9253,"군산월명중학교",479,472,59
66188,"F","서울특별시",854,"봉원중학교",478,472,8
66193,"F","서울특별시",9344,"잠신중학교",478,473,75
66182,"M","",21,"기타",477,472,73
66181,"M","인천광역시",723,"광성고등학교",482,464,12
65274,"F","",21,"기타",477,472,5
66157,"M","서울특별시",722,"노원고등학교",484,464,84
65673,"M","",21,"기타",484,465,5
6143,"F","경기도",1121,"계원예술고등학교",481,464,9
65915,"F","광주광역시",1387,"송원여자상업고등학교",48,462,92
66127,"F","광주광역시",1387,"송원여자상업고등학교",481,464,67
66123,"F","충청북도",166,"괴산고등학교",48,469,1
57278,"F","경기도",8284,"수내중학교",478,472,NA
66115,"M","",21,"기타",477,471,NA
66118,"M","강원도",945,"민족사관고등학교",482,462,NA
65835,"F","서울특별시",11342,"서울중앙고등학교",481,465,71
6398,"F","부산광역시",847,"동주여자고등학교",48,466,NA
6612,"M","대전광역시",9787,"유성고등학교",48,463,76
49995,"F","인천광역시",9175,"인천공항중학교",477,472,92
6699,"F","경기도",8122,"매탄중학교",477,472,1
51715,"F","경상남도",1367,"밀성고등학교",48,463,85
65427,"F","대구광역시",782,"경운중학교",478,473,4
6682,"M","",21,"기타",482,464,85
6681,"M","부산광역시",1113,"장안제일고등학교",484,463,NA
6673,"F","경기도",11292,"대곶중학교",479,472,76
6675,"F","울산광역시",1871,"장검중학교",477,473,58
6669,"M","부산광역시",542,"한바다중학교",477,472,NA
6671,"F","전라남도",1129,"완도여자중학교",479,472,91
65499,"M","",21,"기타",484,464,NA
6476,"F","충청남도",7481,"천안동성중학교",478,471,97
63898,"M","부산광역시",542,"한바다중학교",477,472,NA
6667,"F","광주광역시",1387,"송원여자상업고등학교",48,469,24
6644,"F","서울특별시",7453,"광양중학교",477,472,65
58462,"F","전라북도",2146,"김제여자중학교",478,472,86
6655,"F","",21,"기타",48,466,1
61899,"F","",21,"기타",484,466,85
6647,"F","",21,"기타",478,472,72
62471,"M","경기도",1597,"호매실중학교",479,473,3
661,"M","",21,"기타",479,472,66
65996,"M","경기도",1493,"장곡중학교",477,473,6
6288,"M","대전광역시",7293,"대전문정중학교",479,473,5
6619,"M","",21,"기타",484,47,1
6613,"F","경기도",1511,"정평중학교",477,473,63
65998,"M","",21,"기타",484,462,NA
51769,"F","",21,"기타",484,466,NA
65925,"F","전라남도",8658,"순천복성고등학교",482,467,NA
65954,"M","경상남도",34,"거제고등학교",482,464,8
65664,"F","경기도",7848,"평내고등학교",48,465,65
65938,"M","전라남도",1118,"장흥고등학교",482,462,NA
65689,"F","서울특별시",99,"등명중학교",479,471,96
65918,"F","경기도",9169,"송호고등학교",48,465,73
65919,"F","경기도",1384,"함현고등학교",48,464,67
65917,"M","대전광역시",756,"남대전고등학교",481,469,NA
65914,"F","경기도",1384,"함현고등학교",48,464,64
65845,"M","대구광역시",827,"동평중학교",479,472,9
6586,"M","",21,"기타",482,467,NA
49983,"F","서울특별시",7112,"경복여자고등학교",482,464,NA
65883,"F","경기도",8266,"송현고등학교",482,464,NA
6127,"F","서울특별시",8544,"당곡고등학교",48,465,5
6591,"F","울산광역시",616,"삼산고등학교",481,465,NA
6592,"F","대구광역시",9423,"대곡고등학교",48,465,91
6596,"F","전라남도",2513,"영흥중학교",479,471,1
6593,"F","경기도",156,"이천양정여자고등학교",48,462,9
62632,"F","경상북도",269,"경안중학교",478,472,1
4534,"F","경상북도",2752,"신라중학교",479,472,52
6589,"F","대구광역시",7964,"시지고등학교",48,465,8
62744,"F","부산광역시",8897,"화신중학교",479,472,8
655,"F","",21,"기타",48,462,77
65877,"M","충청북도",1294,"충북대학교사범대학부설고등학교",48,463,NA
53478,"M","부산광역시",1511,"해운대중학교",479,471,NA
6588,"F","경상남도",221,"김해가야고등학교",482,465,NA
65542,"F","인천광역시",658,"인천동양중학교",477,472,88
65876,"F","경기도",133,"광명북고등학교",484,462,88
65871,"F","경기도",888,"양지고등학교",481,467,NA
65869,"F","전라북도",133,"유일여자고등학교",482,465,56
65619,"F","서울특별시",9214,"성신여자고등학교",48,465,69
65864,"F","서울특별시",923,"영등포여자고등학교",48,468,NA
65863,"F","경기도",1327,"솔빛중학교",477,473,NA
65859,"F","경상북도",945,"영주여자고등학교",481,464,78
65824,"F","경기도",9351,"부명중학교",479,473,75
65593,"M","서울특별시",9814,"중산고등학교",481,465,71
5475,"F","서울특별시",91,"여의도여자고등학교",48,468,NA
65837,"F","인천광역시",582,"부평여자고등학교",48,466,7
5696,"F","서울특별시",995,"우신고등학교",48,465,NA
65234,"F","",21,"기타",484,468,6
6373,"F","경기도",1562,"판교중학교",477,471,1
16855,"M","부산광역시",9614,"송운초등학교",477,471,NA
65843,"F","부산광역시",942,"혜화여자중학교",477,473,44
6583,"F","",21,"기타",477,471,1
65839,"M","",21,"기타",477,473,NA
65838,"F","경상남도",2916,"경상대학교사범대학부설중학교",477,472,6
65741,"F","서울특별시",958,"예일여자고등학교",48,465,35
63713,"M","서울특별시",9256,"서라벌고등학교",48,466,NA
53181,"F","충청북도",8659,"일신여자고등학교",481,466,6
65817,"M","서울특별시",1545,"한양공업고등학교",481,464,NA
65815,"F","전라북도",8739,"함열여자고등학교",481,465,88
6736,"M","전라북도",2281,"전주중학교",477,472,7
65814,"F","",21,"기타",477,473,94
65751,"F","경상북도",29,"후포중학교",477,473,64
63647,"F","경상북도",266,"경산여자중학교",479,471,1
6579,"M","서울특별시",9551,"성수고등학교",48,466,45
6587,"F","충청북도",11357,"충북체육고등학교",48,463,84
6585,"F","경기도",1231,"안성여자고등학교",481,466,NA
5838,"M","충청북도",1826,"서경중학교",477,473,56
65797,"F","",21,"기타",484,462,NA
65789,"F","대구광역시",7964,"시지고등학교",48,464,8
65793,"F","",21,"기타",484,462,NA
65791,"F","경기도",1561,"판곡중학교",479,472,72
3478,"F","경상북도",2752,"신라중학교",479,472,NA
65787,"F","",21,"기타",484,462,NA
65786,"F","충청남도",54,"복자여자고등학교",48,465,57
65781,"F","제주특별자치도",1573,"서귀포대신중학교",477,472,82
65784,"F","",21,"기타",48,468,52
65411,"M","",21,"기타",484,465,5
56786,"F","대구광역시",835,"불로중학교",477,473,45
65778,"F","",21,"기타",482,466,42
64968,"F","강원도",1116,"화천중학교",478,472,76
65588,"F","",21,"기타",481,466,29
65769,"M","강원도",1681,"북평중학교",477,472,1
65766,"M","",21,"기타",484,466,6
65668,"F","경상북도",1328,"포항여자고등학교",48,464,NA
65479,"F","",21,"기타",484,464,8
15251,"F","서울특별시",736,"신창중학교",477,473,NA
2145,"F","경상북도",5738,"후포초등학교",699,473,NA
65748,"M","전라남도",2,"금성고등학교",48,464,88
65743,"M","경기도",112,"구성중학교",48,462,1
6574,"M","전라북도",115,"원광고등학교",481,466,5
51235,"M","경상남도",9527,"마산중학교",478,472,6
32978,"F","경상남도",1233,"창원대산고등학교",481,463,NA
65615,"M","",21,"기타",477,472,9
65714,"F","경상북도",2668,"도송중학교",477,473,54
6571,"M","인천광역시",618,"상인천중학교",478,472,8
6575,"F","울산광역시",311,"대송고등학교",484,465,2
615,"M","경기도",515,"백석고등학교",481,466,NA
5923,"F","서울특별시",37,"홍익대학교사범대학부속여자중학교",479,472,82
28288,"M","경기도",9678,"유신고등학교",48,463,NA
62545,"F","",21,"기타",48,47,25
59625,"F","",21,"기타",48,467,7
65679,"M","",21,"기타",484,464,83
65576,"F","경상북도",7896,"경안여자고등학교",481,465,6
65671,"F","서울특별시",95,"영파여자고등학교",48,463,89
5129,"F","전라남도",244,"목포정명여자중학교",479,472,9
6566,"F","경기도",8856,"서해고등학교",481,465,68
4317,"F","경기도",7939,"동안고등학교",481,466,5
65638,"F","서울특별시",923,"영등포여자고등학교",48,465,7
65439,"F","전라북도",2266,"전주성심여자중학교",477,472,7
65631,"M","대구광역시",1297,"영진고등학교",48,466,78
65627,"M","서울특별시",46,"구일중학교",479,472,79
62298,"F","광주광역시",8614,"천곡중학교",479,473,4
65625,"M","경기도",391,"동두천고등학교",481,464,62
65624,"F","강원도",588,"북평여자고등학교",481,464,68
2536,"F","경기도",62,"양주고등학교",48,464,NA
65623,"F","경기도",114,"원곡고등학교",481,465,7
65618,"M","서울특별시",8385,"삼선중학교",478,472,84
6568,"F","경상북도",2852,"진평중학교",477,471,98
64546,"M","경기도",1445,"용인대덕중학교",479,471,1
59585,"F","서울특별시",25,"양화중학교",478,472,84
65595,"F","서울특별시",164,"서문여자중학교",477,472,9
65237,"M","",21,"기타",477,473,9
65567,"F","",21,"기타",479,472,92
6559,"F","경기도",9851,"상현고등학교",481,467,NA
65583,"F","경기도",123,"별망중학교",478,471,95
65578,"F","서울특별시",9776,"염광여자메디텍고등학교",48,466,83
65575,"F","인천광역시",582,"부평여자고등학교",482,465,4
63754,"M","강원도",7599,"가곡고등학교",48,463,48
63828,"F","경기도",148,"현화고등학교",48,469,25
5359,"F","부산광역시",1145,"사하중학교",478,472,NA
65572,"F","경기도",1229,"별내중학교",478,473,89
65437,"M","서울특별시",1358,"한광고등학교",481,464,45
64557,"F","경상남도",36,"범어중학교",479,472,81
2361,"F","경상남도",226,"함안고등학교",48,463,NA
51866,"F","서울특별시",9599,"봉화중학교",477,472,76
65545,"F","",21,"기타",477,472,85
56981,"F","서울특별시",934,"영신여자고등학교",484,465,6
62946,"M","인천광역시",8618,"연수중학교",478,473,58
6554,"F","서울특별시",115,"정신여자고등학교",48,463,83
65538,"F","서울특별시",42,"구룡중학교",477,471,1
65382,"M","전라북도",2264,"전주서신중학교",479,472,17
65525,"F","경상남도",36,"범어중학교",479,473,48
65516,"F","인천광역시",326,"인천신정중학교",478,471,95
65518,"F","서울특별시",95,"영파여자고등학교",48,464,1
24882,"F","",21,"기타",479,472,NA
65493,"F","충청남도",974,"온양여자고등학교",48,465,75
39599,"F","대구광역시",271,"다사고등학교",48,462,NA
55499,"F","강원도",2141,"북원여자고등학교",48,464,NA
57673,"F","경기도",7795,"봉담고등학교",482,465,81
65478,"M","경기도",82,"신길고등학교",482,464,8
63441,"F","울산광역시",7771,"태화중학교",479,472,91
63839,"F","경상남도",2973,"동진여자중학교",477,473,3
65465,"M","전라북도",9253,"군산월명중학교",478,471,1
64668,"M","경기도",915,"영덕고등학교",48,464,78
64478,"M","경상북도",1592,"안동고등학교",481,464,78
65455,"M","서울특별시",1148,"마포고등학교",482,462,NA
65453,"M","전라북도",638,"상산고등학교",481,469,NA
65447,"F","서울특별시",988,"서울여자고등학교",481,465,NA
65426,"F","서울특별시",7292,"창천중학교",479,471,NA
5772,"F","광주광역시",8861,"광주화정중학교",477,472,8
65436,"F","서울특별시",1527,"효문고등학교",481,465,48
65433,"M","경기도",1148,"정발고등학교",48,464,75
5512,"F","서울특별시",7833,"종암중학교",478,472,87
64223,"F","",21,"기타",484,466,6
65418,"F","서울특별시",7838,"강남중학교",478,472,88
65416,"F","경기도",1235,"본오중학교",477,472,98
35124,"F","",21,"기타",484,465,NA
65379,"F","경기도",197,"일산동고등학교",481,465,56
62629,"F","서울특별시",1434,"일신여자상업고등학교",48,466,84
65154,"F","경기도",115,"성호고등학교",48,47,NA
65371,"F","제주특별자치도",2542,"남녕고등학교",48,466,61
6537,"F","경기도",153,"경기외국어고등학교",48,465,7
64295,"F","대전광역시",1262,"대전가오고등학교",48,464,85
61186,"M","서울특별시",141,"현대고등학교",48,462,9
65147,"M","서울특별시",11342,"서울중앙고등학교",482,467,5
4462,"M","경기도",9978,"광교고등학교",48,463,83
4659,"M","전라남도",1926,"영암고등학교",481,466,1
65336,"M","부산광역시",46,"남산중학교",477,472,9
65354,"F","",21,"기타",477,472,66
65359,"F","광주광역시",961,"정광중학교",477,472,78
52639,"F","경기도",769,"고림중학교",477,473,NA
65358,"F","부산광역시",436,"동주여자중학교",478,472,8
65357,"F","경기도",791,"수지고등학교",48,466,NA
29221,"M","서울특별시",74,"대원국제중학교",477,471,NA
162,"M","경상남도",758,"가례초등학교",48,466,NA
65347,"M","경기도",1511,"정평중학교",479,473,3
65345,"F","강원도",9842,"경포중학교",477,472,1
6532,"F","강원도",8712,"평창중학교",477,472,NA
65344,"F","서울특별시",9615,"서울문영여자고등학교",481,464,NA
65342,"M","경상북도",2815,"유강중학교",478,473,58
6534,"F","부산광역시",47,"부산예술중학교",477,472,2
65339,"F","",21,"기타",484,47,75
64298,"F","서울특별시",282,"옥정중학교",478,472,52
65334,"F","서울특별시",1,"가락중학교",478,473,NA
6225,"F","경기도",9978,"광교고등학교",482,464,82
65332,"M","",21,"기타",484,47,NA
59627,"F","",21,"기타",477,472,6
34274,"F","전라북도",2267,"전주솔빛중학교",479,473,NA
65328,"M","경상남도",941,"김해임호고등학교",481,462,NA
26796,"F","경기도",2687,"별내고등학교",48,465,NA
22313,"F","",21,"기타",477,473,NA
65256,"F","전라북도",8649,"완산중학교",479,472,NA
65323,"F","대구광역시",1156,"정화여자고등학교",48,462,1
65322,"F","서울특별시",9125,"양동중학교",479,472,NA
64872,"M","서울특별시",99,"등명중학교",477,472,8
33356,"F","경기도",7375,"세마고등학교",48,462,NA
61841,"M","",21,"기타",479,471,99
65312,"F","서울특별시",8564,"경서중학교",479,473,NA
65311,"M","서울특별시",976,"공진중학교",479,471,NA
4553,"F","경기도",7262,"공도중학교",478,473,NA
6531,"F","서울특별시",1452,"성재중학교",479,473,NA
6537,"F","경상남도",9154,"반림중학교",477,473,45
6533,"F","경기도",726,"대평중학교",477,473,NA
6534,"F","서울특별시",976,"공진중학교",479,473,NA
65281,"F","서울특별시",8231,"선화예술학교",477,473,NA
53763,"M","",21,"기타",484,463,8
65296,"F","경상남도",7296,"밀성여자중학교",477,473,72
55428,"F","전라남도",82,"순천매산여자고등학교",48,466,58
57396,"F","서울특별시",973,"휘경공업고등학교",482,464,85
6111,"F","경상남도",195,"창원상남중학교",479,471,98
65287,"M","",21,"기타",477,471,8
539,"F","서울특별시",8825,"상명고등학교",48,464,NA
