question_No,중단원_term_taxonomy_id,중단원,중단원_term_id,소단원_term_taxonomy_id,소단원,소단원_term_id,개념_term_taxonomy_id,개념,개념_term_id,student_user_No,level,good_Point,stars
19936,15,수2,12,18,수열,22,152,등차수열,147,46182,3,4,5
19937,2120,글의 내용 파악,1779,2122,글의 주장,1781,2151,"명사 - 주어(S), 목적어(O), 보어(C) 역할. ",1809,59330,2,3,5
19938,2131,추론,1790,2134,연결사 추론,1793,2175,"가정법 기타 (if 없는) - Unless, Granted, Provided, But for, Without, .. Etc",1833,59330,2,4,5
19939,25,확률과 통계,14,27,확률,29,175,시행과 사건,308,34498,3,4,5
19940,29,미적분2,15,33,적분법,34,354,치환적분법,225,57832,3,4,3
19941,29,미적분2,15,33,적분법,34,358,정적분의 정의,229,57832,3,4,3
19942,29,미적분2,15,33,적분법,34,1089,미적분의 기본정리,933,57832,3,4,3
19943,55,중학 2-2,41,57,삼각형의 성질,59,581,이등변삼각형,488,58349,2,3,5
19944,20,미적분1,13,24,다항함수의 적분법,27,260,부정적분 ,218,12808,3,4,5
19945,821,초등 5-2,603,827,자료의 표현과 해석,716,1049,넓이,900,71685,1,3,5
19946,29,미적분2,15,33,적분법,34,354,치환적분법,225,57832,3,4,3
19947,29,미적분2,15,33,적분법,34,358,정적분의 정의,229,57832,3,4,3
19948,710,초등 6-2,601,714,원기둥의 겉넓이와 부피,623,793,원기둥의 부피,684,70096,2,3,5
19949,710,초등 6-2,601,714,원기둥의 겉넓이와 부피,623,795,원기둥의 부피 구하는 방법,686,70096,2,3,5
19950,15,수2,12,18,수열,22,152,등차수열,147,54201,3,4,5
19951,15,수2,12,18,수열,22,560,부등식,56,70057,2,3,5
19952,25,확률과 통계,14,27,확률,29,177,수학적 확률,310,72185,2,3,3.66667
19953,25,확률과 통계,14,27,확률,29,184,확률의 곱셈정리,317,72185,2,3,3.66667
19954,25,확률과 통계,14,27,확률,29,185,사건의 독립과 종속,318,72185,2,3,3.66667
19955,66,중학 3-2,43,69,삼각비,69,634,삼각비,535,45256,3,5,5
19956,25,확률과 통계,14,27,확률,29,185,사건의 독립과 종속,318,72185,2,3,5
19957,29,미적분2,15,33,적분법,34,358,정적분의 정의,229,57832,3,4,3
19958,29,미적분2,15,33,적분법,34,359,정적분의 성질 [1],230,57832,3,4,3
19959,66,중학 3-2,43,69,삼각비,69,634,삼각비,535,45256,2,3,5
19960,66,중학 3-2,43,69,삼각비,69,635,삼각비의 값,536,45256,2,3,5
19961,66,중학 3-2,43,69,삼각비,69,636,삼각비의 활용,537,45256,2,3,5
19962,15,수2,12,19,지수와 로그,23,140,지수법칙,126,63615,2,3,5
19963,15,수2,12,19,지수와 로그,23,142,거듭제곱근,128,63615,2,3,5
19964,15,수2,12,19,지수와 로그,23,143,거듭제곱근의 성질,129,63615,2,3,5
19965,15,수2,12,19,지수와 로그,23,140,지수법칙,126,63615,2,3,5
19966,15,수2,12,19,지수와 로그,23,142,거듭제곱근,128,63615,2,3,5
19967,29,미적분2,15,32,미분법,33,323,평균변화율,194,57832,3,4,5
19968,710,초등 6-2,601,714,원기둥의 겉넓이와 부피,623,793,원기둥의 부피,684,70096,3,3,5
19969,710,초등 6-2,601,714,원기둥의 겉넓이와 부피,623,794,원기둥의 겉넓이,685,70096,3,3,5
19970,710,초등 6-2,601,714,원기둥의 겉넓이와 부피,623,795,원기둥의 부피 구하는 방법,686,70096,3,3,5
19971,11,수1,11,12,다항식,17,82,곱셈공식,71,72181,3,4,5
19972,29,미적분2,15,33,적분법,34,351,x의 거듭제곱꼴의 부정적분,222,57832,1,4,5
19973,29,미적분2,15,33,적분법,34,353,지수함수의 부정적분,224,57832,1,4,5
19974,29,미적분2,15,32,미분법,33,324,미분계수,195,50581,3,4,5
19975,710,초등 6-2,601,715,경우의 수와 확률,624,741,나머지,632,72180,2,3,5
19976,710,초등 6-2,601,715,경우의 수와 확률,624,742,반올림,633,72180,2,3,5
19977,710,초등 6-2,601,715,경우의 수와 확률,624,743,소수의 나눗셈,634,72180,2,3,5
19978,29,미적분2,15,33,적분법,34,352,삼각함수의 부정적분,223,50581,2,4,4
19979,29,미적분2,15,33,적분법,34,353,지수함수의 부정적분,224,50581,2,4,4
19980,2139,일반 독해,1798,2140,요약문 완성,1799,2196,"그 외 관용어구 -  too… to 나 so.. That, may as well 같은 것. 대략 20개정도 정리해두면 좋을듯.",1854,32906,3,4,5
19981,29,미적분2,15,33,적분법,34,347,부정적분 ,218,57832,3,3,5
19982,29,미적분2,15,33,적분법,34,348,부정적분의 계산 ,219,57832,3,3,5
19983,29,미적분2,15,33,적분법,34,349,"도함수가 주어질 때, 원시함수 구하기",220,57832,3,3,5
19984,25,확률과 통계,14,27,확률,29,175,시행과 사건,308,65897,3,4,3.66667
19985,55,중학 2-2,41,57,삼각형의 성질,59,582,직각삼각형의 합동조건,489,71328,2,3,5
19986,55,중학 2-2,41,59,도형의 닮음,61,589,삼각형의 닮음조건,496,68914,3,4,3
19987,29,미적분2,15,33,적분법,34,347,부정적분 ,218,57832,2,3,3
19988,29,미적분2,15,33,적분법,34,348,부정적분의 계산 ,219,57832,2,3,3
19989,29,미적분2,15,33,적분법,34,352,삼각함수의 부정적분,223,57832,2,3,3
19990,29,미적분2,15,33,적분법,34,353,지수함수의 부정적분,224,57832,2,3,3
19991,15,수2,12,18,수열,22,154,등비수열,149,60718,2,3,3.33333
19992,15,수2,12,18,수열,22,155,시그마의 정의와 기본성질,150,60718,2,3,3.33333
19993,43,중학 1-2,39,47,평면도형,51,532,부채꼴의 호의 길이와 넓이,441,72176,2,3,5
19994,15,수2,12,18,수열,22,152,등차수열,147,60718,2,4,5
19995,20,미적분1,13,24,다항함수의 적분법,27,270,구분구적법,228,72177,2,3,4.33333
19996,43,중학 1-2,39,47,평면도형,51,531,부채꼴과 중심각의 크기,440,72176,3,4,5
19997,15,수2,12,19,지수와 로그,23,146,로그의 정의와 성질,132,71269,1,4,5
19998,29,미적분2,15,32,미분법,33,327,곱의 미분법,198,50581,2,3,5
19999,29,미적분2,15,32,미분법,33,329,합성함수의 미분법,200,50581,2,3,5
20000,29,미적분2,15,32,미분법,33,354,치환적분법,225,50581,2,3,5
20001,29,미적분2,15,33,적분법,34,358,정적분의 정의,229,50581,3,3,4
20002,29,미적분2,15,32,미분법,33,323,평균변화율,194,50581,3,3,5
20003,29,미적분2,15,32,미분법,33,324,미분계수,195,50581,3,3,5
20004,29,미적분2,15,32,미분법,33,325,미분가능과 연속,196,50581,3,3,5
20005,29,미적분2,15,32,미분법,33,323,평균변화율,194,57832,2,3,5
20006,29,미적분2,15,33,적분법,34,352,삼각함수의 부정적분,223,50581,3,4,5
20007,43,중학 1-2,39,47,평면도형,51,531,부채꼴과 중심각의 크기,440,71879,2,3,4.66667
20008,29,미적분2,15,32,미분법,33,348,부정적분의 계산 ,219,57832,1,3,5
20009,55,중학 2-2,41,59,도형의 닮음,61,589,삼각형의 닮음조건,496,42997,2,4,5
20010,34,기하와 벡터,16,37,공간도형과 공간벡터,37,412,평면과 직선의 위치 관계,267,34851,2,3,5
20011,2148,영어 기타,1807,2149,기타,1808,2161,"미래일반(시제) - will, shall(will과의 의미차이)",1819,29215,2,4,5
20012,55,중학 2-2,41,57,삼각형의 성질,59,584,삼각형의 내심,491,26405,3,4,5
20013,15,수2,12,18,수열,22,157,수학적 귀납법,152,70020,2,4,5
20014,55,중학 2-2,41,57,삼각형의 성질,59,581,이등변삼각형,488,26405,2,3,5
20015,55,중학 2-2,41,57,삼각형의 성질,59,582,직각삼각형의 합동조건,489,26405,2,3,5
20016,55,중학 2-2,41,57,삼각형의 성질,59,582,직각삼각형의 합동조건,489,26405,2,4,5
20017,29,미적분2,15,32,미분법,33,336,접선의 방정식,207,52177,2,3,5
20018,20,미적분1,13,24,다항함수의 적분법,27,278,정적분과 급수의 관계,236,14219,2,4,4
20019,38,중학 1-1,38,41,문자와 식,46,504,식의 값,414,16835,2,4,4
20020,55,중학 2-2,41,57,삼각형의 성질,59,581,이등변삼각형,488,26405,2,3,5
20021,55,중학 2-2,41,57,삼각형의 성질,59,582,직각삼각형의 합동조건,489,26405,2,3,5
20022,55,중학 2-2,41,57,삼각형의 성질,59,584,삼각형의 내심,491,26405,2,3,5
20023,55,중학 2-2,41,57,삼각형의 성질,59,581,이등변삼각형,488,26405,2,4,5
20024,812,초등 5-1,602,820,여러 가지 단위,710,885,1t,757,72173,2,4,5
20025,38,중학 1-1,38,41,문자와 식,46,506,다항식,17,16835,2,3,4.66667
20026,821,초등 5-2,603,827,자료의 표현과 해석,716,912,평균,783,69928,2,3,5
20027,15,수2,12,18,수열,22,152,등차수열,147,63615,3,4,5
20028,821,초등 5-2,603,827,자료의 표현과 해석,716,912,평균,783,69928,3,3,5
20029,821,초등 5-2,603,827,자료의 표현과 해석,716,913,줄기와 잎 그림,784,69928,3,3,5
20030,821,초등 5-2,603,827,자료의 표현과 해석,716,914,그림그래프,785,69928,3,3,5
20031,15,수2,12,18,수열,22,152,등차수열,147,27065,1,4,5
20032,29,미적분2,15,33,적분법,34,354,치환적분법,225,42958,2,4,4
20033,29,미적분2,15,33,적분법,34,358,정적분의 정의,229,42958,2,3,3.33333
20034,29,미적분2,15,33,적분법,34,365,정적분과 급수의 관계,236,42958,2,3,3.33333
20035,29,미적분2,15,32,미분법,33,324,미분계수,195,41658,2,3,5
20036,29,미적분2,15,32,미분법,33,326,도함수,197,41658,2,3,5
20037,29,미적분2,15,32,미분법,33,327,곱의 미분법,198,41658,2,3,5
20038,29,미적분2,15,32,미분법,33,328,몫의 미분법,199,41658,2,3,5
20039,15,수2,12,19,지수와 로그,23,142,거듭제곱근,128,44717,2,4,5
20040,15,수2,12,19,지수와 로그,23,140,지수법칙,126,44717,2,4,5
20041,25,확률과 통계,14,27,확률,29,199,이항분포와 정규분포의 관계,332,49300,2,4,5
20042,25,확률과 통계,14,27,확률,29,207,모비율과 표본비율,340,49300,2,4,5
20043,25,확률과 통계,14,27,확률,29,208,"표본비율의 평균, 분산, 표준편차",341,49300,2,4,5
20044,25,확률과 통계,14,27,확률,29,209,표본비율의 분포,342,49300,2,4,5
20045,29,미적분2,15,32,미분법,33,329,합성함수의 미분법,200,55238,2,3,5
20046,15,수2,12,19,지수와 로그,23,140,지수법칙,126,72142,3,4,5
20047,29,미적분2,15,32,미분법,33,326,도함수,197,55238,1,3,5
20048,29,미적분2,15,32,미분법,33,328,몫의 미분법,199,55238,1,3,5
20049,15,수2,12,19,지수와 로그,23,140,지수법칙,126,72136,3,4,4.66667
20050,29,미적분2,15,32,미분법,33,324,미분계수,195,55238,2,3,5
20051,29,미적분2,15,32,미분법,33,325,미분가능과 연속,196,55238,2,3,5
20052,29,미적분2,15,32,미분법,33,326,도함수,197,55238,2,3,5
20053,29,미적분2,15,32,미분법,33,327,곱의 미분법,198,55238,2,3,5
20054,43,중학 1-2,39,45,기본 도형,49,523,"점, 선, 면, 각",432,72096,2,3,5
20055,43,중학 1-2,39,45,기본 도형,49,524,맞꼭지각,433,72096,2,3,5
20056,43,중학 1-2,39,45,기본 도형,49,525,"평행선과 동위각, 엇각",434,72096,2,3,5
20057,20,미적분1,13,24,다항함수의 적분법,27,271,정적분의 정의,229,12808,2,3,5
20058,20,미적분1,13,24,다항함수의 적분법,27,272,정적분의 성질 [1],230,12808,2,3,5
20059,20,미적분1,13,24,다항함수의 적분법,27,273,정적분의 성질 [2],231,12808,2,3,5
20060,15,수2,12,18,수열,22,152,등차수열,147,63615,2,4,5
20061,2139,일반 독해,1798,2141,장문 독해,1800,2183,단순분사구문,1841,59330,2,3,5
20062,2139,일반 독해,1798,2141,장문 독해,1800,2184,완료분사구문,1842,59330,2,3,5
