question_No,중단원_term_taxonomy_id,중단원,중단원_term_id,소단원_term_taxonomy_id,소단원,소단원_term_id,개념_term_taxonomy_id,개념,개념_term_id,student_user_No,level,good_Point,stars
1219,60,중학 3-1,42,61,실수와 그 계산,62,595,제곱근의 뜻과 표현,502,26405,2,4,0
1220,60,중학 3-1,42,61,실수와 그 계산,62,595,제곱근의 뜻과 표현,502,26405,2,3,0
1221,60,중학 3-1,42,61,실수와 그 계산,62,595,제곱근의 뜻과 표현,502,26405,3,3,0
1222,60,중학 3-1,42,61,실수와 그 계산,62,596,제곱근의 성질과 대소 관계,503,26405,3,3,0
1223,60,중학 3-1,42,61,실수와 그 계산,62,597,무리수와 실수,504,26405,3,3,0
1224,60,중학 3-1,42,61,실수와 그 계산,62,596,제곱근의 성질과 대소 관계,503,26405,2,5,0
1225,60,중학 3-1,42,61,실수와 그 계산,62,596,제곱근의 성질과 대소 관계,503,26405,2,3,0
1226,60,중학 3-1,42,61,실수와 그 계산,62,596,제곱근의 성질과 대소 관계,503,26405,2,5,0
1227,49,중학 2-1,40,53,부등식,56,560,부등식,56,75223,2,3,5
1228,60,중학 3-1,42,61,실수와 그 계산,62,595,제곱근의 뜻과 표현,502,26405,2,3,0
1229,60,중학 3-1,42,61,실수와 그 계산,62,596,제곱근의 성질과 대소 관계,503,26405,2,3,0
1230,60,중학 3-1,42,61,실수와 그 계산,62,597,무리수와 실수,504,26405,2,3,0
1231,60,중학 3-1,42,61,실수와 그 계산,62,598,실수와 수직선,505,26405,2,3,0
1232,49,중학 2-1,40,52,연립방정식 ,55,555,미지수가 2개인 일차방정식,464,77628,2,4,5
1233,49,중학 2-1,40,52,연립방정식 ,55,557,연립방정식의 풀이,466,77628,2,4,5
1234,49,중학 2-1,40,52,연립방정식 ,55,558,여러 가지 연립방정식의 풀이,467,77628,2,4,5
1235,49,중학 2-1,40,52,연립방정식 ,55,559,연립방정식의 활용,468,77628,2,4,5
1236,55,중학 2-2,41,56,확률,58,575,확률,29,40460,2,4,5
1237,38,중학 1-1,38,41,문자와 식,46,503,곱셈 기호와 나눗셈 기호의 생략,413,78860,2,3,0
1238,38,중학 1-1,38,41,문자와 식,46,505,일차식과 수의 곱셈과 나눗셈,415,78860,2,3,0
1239,11,수1,11,12,다항식,17,237,미분계수,195,51655,2,4,2.66667
1240,25,확률과 통계,14,28,통계,30,202,모평균과 표본평균,335,73966,3,4,5
1241,25,확률과 통계,14,28,통계,30,203,"표본평균의 평균, 분산, 표준편차",336,73966,3,4,5
1242,15,수2,12,18,수열,22,152,등차수열,147,15431,2,3,5
1243,25,확률과 통계,14,28,통계,30,1092,"이산확률변수의 평균, 분산, 표준편차",937,73966,2,3,5
1244,25,확률과 통계,14,26,순열과 조합,28,1090,집합의 분할,935,71168,2,4,5
1245,38,중학 1-1,38,40,정수와 유리수,45,997,혼합,848,42438,2,3,5
1246,38,중학 1-1,38,40,정수와 유리수,45,998,괄호,849,42438,2,3,5
1247,38,중학 1-1,38,40,정수와 유리수,45,999,계산식,850,42438,2,3,5
1248,38,중학 1-1,38,40,정수와 유리수,45,494,정수,404,42438,3,4,5
1249,29,미적분2,15,33,적분법,34,1089,미적분의 기본정리,933,78859,2,3,0
1250,20,미적분1,13,22,함수의 극한,25,220,함수의 극한,178,78857,2,3,5
1251,38,중학 1-1,38,41,문자와 식,46,967,수의 비교,818,77163,1,1,4.66667
1252,38,중학 1-1,38,41,문자와 식,46,506,다항식,17,77163,1,2,5
1253,25,확률과 통계,14,26,순열과 조합,28,165,경우의 수,298,76516,2,3,5
1254,20,미적분1,13,22,함수의 극한,25,220,함수의 극한,178,68332,3,4,5
1255,20,미적분1,13,22,함수의 극한,25,221,함수의 극한에 관한 성질,179,68332,3,4,5
1256,20,미적분1,13,22,함수의 극한,25,220,함수의 극한,178,68332,2,3,5
1257,20,미적분1,13,22,함수의 극한,25,221,함수의 극한에 관한 성질,179,68332,2,3,5
1258,15,수2,12,18,수열,22,158,여러 가지 수열의 합,153,23369,2,3,3.66667
1259,15,수2,12,18,수열,22,154,등비수열,149,23369,1,3,5
1260,20,미적분1,13,22,함수의 극한,25,220,함수의 극한,178,68332,3,4,5
1261,20,미적분1,13,22,함수의 극한,25,221,함수의 극한에 관한 성질,179,68332,3,4,5
1262,20,미적분1,13,21,수열의 극한,24,220,함수의 극한,178,68332,3,3,5
1263,20,미적분1,13,21,수열의 극한,24,221,함수의 극한에 관한 성질,179,68332,3,3,5
1264,15,수2,12,18,수열,22,154,등비수열,149,78850,2,3,5
1265,15,수2,12,19,지수와 로그,23,146,로그의 정의와 성질,132,78851,2,4,5
1266,15,수2,12,19,지수와 로그,23,151,상용로그의 지표와 가수의 성질,137,78851,2,4,5
1267,15,수2,12,18,수열,22,154,등비수열,149,78850,2,3,4.66667
1268,812,초등 5-1,602,815,분수의 덧셈과 뺄셈,705,860,"대분수의 덧셈, 뺄셈",732,78849,2,4,4.33333
1269,812,초등 5-1,602,815,분수의 덧셈과 뺄셈,705,861,가분수로 고쳐서 계산하기,733,78849,2,4,4.33333
1270,29,미적분2,15,33,적분법,34,321,곱을 합 또는 차로 고치는 공식,176,78821,3,2,5
1271,29,미적분2,15,33,적분법,34,322,합 또는 차를 곱으로 고치는 공식,177,78821,3,2,5
1272,11,수1,11,14,도형의 방정식,19,1077,부등식의 영역의 활용,923,73966,2,3,5
1273,60,중학 3-1,42,61,실수와 그 계산,62,595,제곱근의 뜻과 표현,502,51354,2,3,5
1274,20,미적분1,13,24,다항함수의 적분법,27,275,정적분으로 나타내어진 함수,233,50357,2,3,5
1275,15,수2,12,17,함수,21,132,함수의 정의,118,78845,2,3,4
1276,15,수2,12,19,지수와 로그,23,140,지수법칙,126,41081,2,3,5
1277,15,수2,12,19,지수와 로그,23,150,"상용로그, 지표, 가수의 정의",136,41081,2,3,5
1278,15,수2,12,19,지수와 로그,23,151,상용로그의 지표와 가수의 성질,137,41081,2,3,5
1279,15,수2,12,19,지수와 로그,23,1079,지수의 확장,925,41807,2,3,5
1280,20,미적분1,13,21,수열의 극한,24,220,함수의 극한,178,68332,2,3,5
1281,11,수1,11,14,도형의 방정식,19,1077,부등식의 영역의 활용,923,73966,2,3,5
1282,15,수2,12,18,수열,22,156,자연수의 거듭제곱의 합,151,41081,2,3,5
1283,20,미적분1,13,21,수열의 극한,24,220,함수의 극한,178,68332,2,3,5
1284,20,미적분1,13,21,수열의 극한,24,222,합성함수의 극한,180,68332,2,3,5
1285,38,중학 1-1,38,41,문자와 식,46,512,복잡한 일차방정식의 풀이,421,56419,3,3,5
1286,60,중학 3-1,42,61,실수와 그 계산,62,596,제곱근의 성질과 대소 관계,503,51354,2,3,5
1287,11,수1,11,14,도형의 방정식,19,107,두 점 사이의 거리,97,73966,3,4,5
1288,15,수2,12,19,지수와 로그,23,140,지수법칙,126,43126,3,4,5
1289,15,수2,12,19,지수와 로그,23,1079,지수의 확장,925,43126,3,4,5
1290,821,초등 5-2,603,827,자료의 표현과 해석,716,912,평균,783,69255,2,3,1
1291,11,수1,11,14,도형의 방정식,19,1077,부등식의 영역의 활용,923,63865,2,3,4
1292,821,초등 5-2,603,827,자료의 표현과 해석,716,912,평균,783,69255,2,3,5
1293,821,초등 5-2,603,827,자료의 표현과 해석,716,912,평균,783,69255,2,3,5
1294,11,수1,11,13,방정식과 부등식,18,1069,이차방정식과 이차함수의 관계,919,75018,2,3,5
1295,20,미적분1,13,21,수열의 극한,24,215,무한수열의 극한,157,68332,3,4,5
1296,20,미적분1,13,21,수열의 극한,24,215,무한수열의 극한,157,73646,3,4,5
1297,20,미적분1,13,21,수열의 극한,24,215,무한수열의 극한,157,73646,3,3,5
1298,20,미적분1,13,21,수열의 극한,24,216,극한의 기본성질,158,73646,3,3,5
1299,20,미적분1,13,21,수열의 극한,24,217,무한등비수열의 극한,159,73646,3,3,5
1300,20,미적분1,13,23,다항함수의 미분법,26,152,등차수열,147,73646,2,3,5
1301,20,미적분1,13,23,다항함수의 미분법,26,215,무한수열의 극한,157,73646,2,4,5
1302,821,초등 5-2,603,827,자료의 표현과 해석,716,912,평균,783,69255,3,3,5
1303,821,초등 5-2,603,827,자료의 표현과 해석,716,913,줄기와 잎 그림,784,69255,3,3,5
1304,821,초등 5-2,603,827,자료의 표현과 해석,716,914,그림그래프,785,69255,3,3,5
1305,20,미적분1,13,21,수열의 극한,24,215,무한수열의 극한,157,73646,3,4,5
1306,20,미적분1,13,21,수열의 극한,24,216,극한의 기본성질,158,73646,2,4,5
1307,20,미적분1,13,23,다항함수의 미분법,26,220,함수의 극한,178,73646,2,4,5
1308,11,수1,11,13,방정식과 부등식,18,97,복소수의 연산,87,55919,2,3,5
1309,701,초등 6-1,600,705,여러 가지 입체도형,615,754,자리,645,42164,2,3,5
1310,701,초등 6-1,600,705,여러 가지 입체도형,615,754,자리,645,42164,2,3,5
1311,701,초등 6-1,600,705,여러 가지 입체도형,615,754,자리,645,42164,2,3,5
1312,701,초등 6-1,600,705,여러 가지 입체도형,615,803,등식,694,42164,2,3,5
1313,701,초등 6-1,600,705,여러 가지 입체도형,615,754,자리,645,42164,2,3,5
1314,701,초등 6-1,600,705,여러 가지 입체도형,615,754,자리,645,42164,1,1,5
1315,701,초등 6-1,600,705,여러 가지 입체도형,615,758,방향,649,42164,1,1,5
1316,701,초등 6-1,600,705,여러 가지 입체도형,615,754,자리,645,42164,2,3,5
1317,701,초등 6-1,600,705,여러 가지 입체도형,615,754,자리,645,42164,2,3,5
1318,701,초등 6-1,600,705,여러 가지 입체도형,615,771,비의 성질,662,42164,2,3,5
1319,15,수2,12,16,집합과 명제,20,124,집합의 포함관계와 부분집합의 수,110,78834,3,4,5
1320,15,수2,12,16,집합과 명제,20,125,집합의 연산의 정의와 그 성질,111,78834,3,4,5
1321,701,초등 6-1,600,705,여러 가지 입체도형,615,768,비례식의 성질,659,42164,1,3,5
1322,701,초등 6-1,600,705,여러 가지 입체도형,615,754,자리,645,42164,2,3,5
1323,11,수1,11,14,도형의 방정식,19,107,두 점 사이의 거리,97,66752,3,4,5
1324,11,수1,11,14,도형의 방정식,19,107,두 점 사이의 거리,97,73966,3,4,5
1325,701,초등 6-1,600,705,여러 가지 입체도형,615,754,자리,645,42164,2,3,5
1326,821,초등 5-2,603,827,자료의 표현과 해석,716,912,평균,783,69255,2,3,5
1327,11,수1,11,13,방정식과 부등식,18,1074,연립방정식 ,55,55919,3,4,5
1328,11,수1,11,14,도형의 방정식,19,107,두 점 사이의 거리,97,73966,3,4,5
1329,11,수1,11,13,방정식과 부등식,18,1069,이차방정식과 이차함수의 관계,919,78563,2,3,5
1330,15,수2,12,16,집합과 명제,20,124,집합의 포함관계와 부분집합의 수,110,78834,2,3,5
1331,11,수1,11,14,도형의 방정식,19,107,두 점 사이의 거리,97,78824,3,4,5
1332,11,수1,11,13,방정식과 부등식,18,110,직선의 방정식1,100,37298,3,3,5
1333,11,수1,11,13,방정식과 부등식,18,1070,"이차함수의 최대,최소",920,37298,3,3,5
1334,34,기하와 벡터,16,37,공간도형과 공간벡터,37,409,공간도형의 기본성질,264,77519,3,4,5
1335,43,중학 1-2,39,47,평면도형,51,354,치환적분법,225,61942,2,1,4
1336,11,수1,11,12,다항식,17,82,곱셈공식,71,77682,3,4,4.33333
1337,66,중학 3-2,43,68,피타고라스의 정리,68,629,피타고라스의 정리,68,78827,2,3,5
1338,2143,어법/어휘/작문,1802,2146,작문/단어배열,1805,2151,"명사 - 주어(S), 목적어(O), 보어(C) 역할. ",1809,71030,2,3,5
1339,66,중학 3-2,43,68,피타고라스의 정리,68,629,피타고라스의 정리,68,78827,2,3,5
1340,66,중학 3-2,43,68,피타고라스의 정리,68,632,평면도형에서의 활용,533,78827,2,3,5
1341,20,미적분1,13,21,수열의 극한,24,215,무한수열의 극한,157,52183,3,4,5
1342,34,기하와 벡터,16,37,공간도형과 공간벡터,37,1082,공간에서의 점의 좌표,928,35473,2,3,5
1343,15,수2,12,18,수열,22,154,등비수열,149,78815,2,3,5
1344,20,미적분1,13,21,수열의 극한,24,215,무한수열의 극한,157,51806,3,5,5
1345,20,미적분1,13,21,수열의 극한,24,216,극한의 기본성질,158,51806,3,5,5
1346,43,중학 1-2,39,47,평면도형,51,528,다각형,437,61942,3,4,5
1347,43,중학 1-2,39,47,평면도형,51,530,다각형의 내각과 외각,439,61942,2,4,5
1348,43,중학 1-2,39,47,평면도형,51,532,부채꼴의 호의 길이와 넓이,441,61942,2,4,5
1349,43,중학 1-2,39,47,평면도형,51,528,다각형,437,61942,2,3,5
1350,43,중학 1-2,39,47,평면도형,51,529,삼각형의 내각과 외각,438,61942,3,4,5
1351,11,수1,11,14,도형의 방정식,19,107,두 점 사이의 거리,97,78824,2,4,4
1352,11,수1,11,14,도형의 방정식,19,108,내분점과 외분점,98,78824,2,4,4
1353,43,중학 1-2,39,47,평면도형,51,532,부채꼴의 호의 길이와 넓이,441,61942,2,3,5
1354,49,중학 2-1,40,51,식의 계산,54,547,지수법칙,456,43163,3,4,5
1355,29,미적분2,15,33,적분법,34,347,부정적분 ,218,78821,2,3,5
1356,15,수2,12,18,수열,22,154,등비수열,149,78815,2,4,5
1357,43,중학 1-2,39,47,평면도형,51,531,부채꼴과 중심각의 크기,440,61942,2,3,5
1358,43,중학 1-2,39,47,평면도형,51,532,부채꼴의 호의 길이와 넓이,441,61942,2,3,5
1359,60,중학 3-1,42,61,실수와 그 계산,62,595,제곱근의 뜻과 표현,502,74724,2,3,5
1360,11,수1,11,14,도형의 방정식,19,112,두 직선의 위치관계,102,73966,3,3,5
1361,15,수2,12,18,수열,22,152,등차수열,147,77948,3,4,5
1362,60,중학 3-1,42,61,실수와 그 계산,62,595,제곱근의 뜻과 표현,502,74724,3,4,5
1363,60,중학 3-1,42,61,실수와 그 계산,62,596,제곱근의 성질과 대소 관계,503,74724,3,4,5
1364,60,중학 3-1,42,61,실수와 그 계산,62,599,실수의 대소 관계,506,74724,3,4,5
1365,15,수2,12,18,수열,22,140,지수법칙,126,52048,3,4,5
1366,15,수2,12,18,수열,22,1079,지수의 확장,925,52048,3,4,5
1367,20,미적분1,13,21,수열의 극한,24,215,무한수열의 극한,157,55135,2,3,5
1368,20,미적분1,13,21,수열의 극한,24,217,무한등비수열의 극한,159,55135,2,3,5
1369,20,미적분1,13,21,수열의 극한,24,218,무한급수의 극한,160,55135,2,3,5
1370,20,미적분1,13,21,수열의 극한,24,215,무한수열의 극한,157,59408,2,3,5
1371,20,미적분1,13,21,수열의 극한,24,218,무한급수의 극한,160,59408,3,4,5
1372,20,미적분1,13,21,수열의 극한,24,215,무한수열의 극한,157,59408,3,4,5
1373,20,미적분1,13,22,함수의 극한,25,221,함수의 극한에 관한 성질,179,59408,2,3,5
1374,20,미적분1,13,21,수열의 극한,24,215,무한수열의 극한,157,59408,2,3,5
1375,20,미적분1,13,21,수열의 극한,24,215,무한수열의 극한,157,59408,3,4,5
1376,20,미적분1,13,21,수열의 극한,24,215,무한수열의 극한,157,59408,3,4,5
1377,15,수2,12,19,지수와 로그,23,150,"상용로그, 지표, 가수의 정의",136,78809,3,4,5
1378,20,미적분1,13,21,수열의 극한,24,215,무한수열의 극한,157,59408,3,4,5
1379,15,수2,12,18,수열,22,152,등차수열,147,52048,2,3,5
1380,15,수2,12,18,수열,22,155,시그마의 정의와 기본성질,150,52048,2,3,5
1381,11,수1,11,12,다항식,17,82,곱셈공식,71,78812,3,5,4
1382,11,수1,11,12,다항식,17,83,곱셈공식의 변형,72,78812,3,5,4
1383,20,미적분1,13,21,수열의 극한,24,219,무한등비급수의 극한,161,59408,2,4,5
1384,11,수1,11,12,다항식,17,82,곱셈공식,71,78812,3,4,5
1385,20,미적분1,13,22,함수의 극한,25,220,함수의 극한,178,59408,2,4,5
1386,20,미적분1,13,22,함수의 극한,25,221,함수의 극한에 관한 성질,179,59408,2,4,5
1387,11,수1,11,13,방정식과 부등식,18,1074,연립방정식 ,55,67812,3,4,5
1388,15,수2,12,18,수열,22,140,지수법칙,126,52048,1,3,5
1389,15,수2,12,17,함수,21,132,함수의 정의,118,64597,2,3,5
1390,11,수1,11,13,방정식과 부등식,18,1074,연립방정식 ,55,67812,2,3,5
1391,34,기하와 벡터,16,35,평면곡선,35,1095,포물선의 정의,940,69055,3,3,5
1392,11,수1,11,13,방정식과 부등식,18,1074,연립방정식 ,55,67812,2,4,5
1393,15,수2,12,17,함수,21,132,함수의 정의,118,64597,3,4,5
1394,15,수2,12,18,수열,22,152,등차수열,147,52048,2,3,5
1395,15,수2,12,17,함수,21,132,함수의 정의,118,64597,3,4,5
1396,20,미적분1,13,21,수열의 극한,24,215,무한수열의 극한,157,49522,2,3,5
1397,15,수2,12,17,함수,21,132,함수의 정의,118,64597,3,4,5
1398,15,수2,12,17,함수,21,134,합성함수와 역함수,120,64597,3,4,5
1399,11,수1,11,12,다항식,17,82,곱셈공식,71,52674,1,4,5
1400,11,수1,11,12,다항식,17,1071,다항식의 덧셈과 뺄셈,458,52674,1,4,5
1401,11,수1,11,12,다항식,17,1072,단항식과 다항식의 곱셈과 나눗셈,459,52674,1,4,5
1402,15,수2,12,18,수열,22,153,조화수열,148,77948,2,3,4.66667
1403,11,수1,11,13,방정식과 부등식,18,1067,복잡한 식의 인수분해,917,78807,3,3,5
1404,15,수2,12,19,지수와 로그,23,140,지수법칙,126,77948,3,4,5
1405,15,수2,12,19,지수와 로그,23,150,"상용로그, 지표, 가수의 정의",136,39936,2,3,5
1406,15,수2,12,19,지수와 로그,23,151,상용로그의 지표와 가수의 성질,137,39936,2,3,5
1407,43,중학 1-2,39,48,입체도형,52,537,회전체,446,74511,2,5,5
1408,43,중학 1-2,39,48,입체도형,52,539,뿔의 겉넓이와 부피,448,74511,2,5,5
1409,49,중학 2-1,40,52,연립방정식 ,55,555,미지수가 2개인 일차방정식,464,76295,3,4,4.66667
1410,60,중학 3-1,42,61,실수와 그 계산,62,596,제곱근의 성질과 대소 관계,503,21655,3,4,5
1411,15,수2,12,19,지수와 로그,23,140,지수법칙,126,77948,3,4,5
1412,701,초등 6-1,600,702,분수의 나눗셈,612,739,대분수,630,67457,3,4,5
1413,43,중학 1-2,39,48,입체도형,52,538,기둥의 겉넓이와 부피,447,74511,2,5,3.33333
1414,710,초등 6-2,601,711,분수와 소수의 혼합계산,620,781,분수와 소수의 혼합 계산,672,70054,2,3,5
1415,49,중학 2-1,40,50,유리수와 순환소수,53,159,점화식1,154,34939,4,2,5
1416,49,중학 2-1,40,50,유리수와 순환소수,53,160,점화식2,155,34939,4,2,5
1417,49,중학 2-1,40,50,유리수와 순환소수,53,161,점화식3,156,34939,4,2,5
1418,49,중학 2-1,40,50,유리수와 순환소수,53,542,순환소수,451,34939,4,2,5
1419,11,수1,11,14,도형의 방정식,19,107,두 점 사이의 거리,97,78793,3,4,5
1420,11,수1,11,13,방정식과 부등식,18,1074,연립방정식 ,55,57494,3,4,5
1421,11,수1,11,13,방정식과 부등식,18,101,이차방정식의 근의 판별식,91,57494,3,5,5
1422,29,미적분2,15,33,적분법,34,354,치환적분법,225,78800,3,4,5
1423,29,미적분2,15,33,적분법,34,356,부분적분법,227,78800,3,4,5
1424,20,미적분1,13,21,수열의 극한,24,215,무한수열의 극한,157,73936,3,4,5
1425,20,미적분1,13,21,수열의 극한,24,216,극한의 기본성질,158,73936,3,4,5
1426,60,중학 3-1,42,64,이차함수,65,616,이차함수 y=a(x-p)^2+q의 그래프,522,70998,2,4,5
1427,60,중학 3-1,42,64,이차함수,65,618,이차함수 y=ax^2+bx+c의 그래프,524,70998,2,4,5
1428,60,중학 3-1,42,64,이차함수,65,614,이차함수와 그 그래프,520,70998,2,4,5
1429,60,중학 3-1,42,64,이차함수,65,616,이차함수 y=a(x-p)^2+q의 그래프,522,70998,2,4,5
1430,60,중학 3-1,42,64,이차함수,65,617,이차함수의 평행이동,523,70998,2,5,5
1431,60,중학 3-1,42,64,이차함수,65,614,이차함수와 그 그래프,520,70998,3,4,5
1432,38,중학 1-1,38,41,문자와 식,46,491,공배수와 최소공배수,401,78791,2,3,5
1433,15,수2,12,18,수열,22,155,시그마의 정의와 기본성질,150,77948,2,5,5
1434,11,수1,11,12,다항식,17,83,곱셈공식의 변형,72,78790,2,4,5
1435,11,수1,11,12,다항식,17,1066,인수분해 공식,514,78790,2,4,5
1436,55,중학 2-2,41,59,도형의 닮음,61,587,닮음의 성질,494,78782,3,4,5
1437,55,중학 2-2,41,59,도형의 닮음,61,589,삼각형의 닮음조건,496,78782,3,4,5
1438,701,초등 6-1,600,702,분수의 나눗셈,612,737,단위분수,628,74484,1,4,4.66667
1439,701,초등 6-1,600,702,분수의 나눗셈,612,739,대분수,630,74484,1,4,4.66667
1440,38,중학 1-1,38,39,수와 연산,44,488,소인수분해,398,78798,3,5,5
1441,38,중학 1-1,38,39,수와 연산,44,490,공약수와 최대공약수,400,78798,3,5,5
1442,38,중학 1-1,38,39,수와 연산,44,491,공배수와 최소공배수,401,78798,3,5,5
1443,701,초등 6-1,600,704,각기둥과 각뿔,614,746,평면도형,637,78797,2,3,5
1444,701,초등 6-1,600,704,각기둥과 각뿔,614,753,각기둥,644,78797,2,3,5
1445,15,수2,12,18,수열,22,155,시그마의 정의와 기본성질,150,78773,3,4,4.66667
1446,15,수2,12,18,수열,22,156,자연수의 거듭제곱의 합,151,78773,3,4,4.66667
1447,11,수1,11,14,도형의 방정식,19,112,두 직선의 위치관계,102,78793,3,4,5
1448,11,수1,11,13,방정식과 부등식,18,101,이차방정식의 근의 판별식,91,57494,2,3,5
1449,11,수1,11,13,방정식과 부등식,18,1069,이차방정식과 이차함수의 관계,919,57494,2,3,5
1450,15,수2,12,18,수열,22,155,시그마의 정의와 기본성질,150,77948,3,5,5
1451,20,미적분1,13,21,수열의 극한,24,217,무한등비수열의 극한,159,73646,2,3,5
1452,49,중학 2-1,40,51,식의 계산,54,552,곱셈 공식,461,78779,1,3,4.66667
1453,20,미적분1,13,21,수열의 극한,24,215,무한수열의 극한,157,73646,3,4,5
1454,11,수1,11,12,다항식,17,1066,인수분해 공식,514,78790,1,2,5
1455,11,수1,11,12,다항식,17,1067,복잡한 식의 인수분해,917,78790,1,2,5
1456,15,수2,12,19,지수와 로그,23,140,지수법칙,126,67753,3,4,5
1457,11,수1,11,13,방정식과 부등식,18,1074,연립방정식 ,55,57494,3,4,5
1458,49,중학 2-1,40,51,식의 계산,54,547,지수법칙,456,78788,1,3,5
1459,15,수2,12,19,지수와 로그,23,140,지수법칙,126,77948,3,4,5
1460,20,미적분1,13,21,수열의 극한,24,219,무한등비급수의 극한,161,35536,2,4,5
1461,49,중학 2-1,40,51,식의 계산,54,548,단항식의 곱셈과 나눗셈,457,78788,1,2,5
1462,20,미적분1,13,21,수열의 극한,24,215,무한수열의 극한,157,73646,3,4,5
1463,20,미적분1,13,21,수열의 극한,24,217,무한등비수열의 극한,159,73646,3,5,5
1464,15,수2,12,19,지수와 로그,23,140,지수법칙,126,67753,1,5,5
1465,15,수2,12,19,지수와 로그,23,142,거듭제곱근,128,67753,1,5,5
1466,15,수2,12,19,지수와 로그,23,1079,지수의 확장,925,67753,1,5,5
1467,43,중학 1-2,39,46,작도와 합동,50,526,기본 작도,435,16835,3,4,5
1468,20,미적분1,13,21,수열의 극한,24,217,무한등비수열의 극한,159,28144,2,4,5
1469,49,중학 2-1,40,51,식의 계산,54,547,지수법칙,456,78779,3,4,5
1470,15,수2,12,16,집합과 명제,20,105,절대부등식,95,50653,3,4,4
1471,11,수1,11,13,방정식과 부등식,18,1075,부등식의 성질,469,78780,2,4,5
1472,11,수1,11,13,방정식과 부등식,18,1074,연립방정식 ,55,78780,3,4,5
1473,49,중학 2-1,40,51,식의 계산,54,547,지수법칙,456,77520,3,4,4
1474,11,수1,11,12,다항식,17,83,곱셈공식의 변형,72,78778,3,4,5
1475,11,수1,11,13,방정식과 부등식,18,1070,"이차함수의 최대,최소",920,77924,2,3,5
1476,60,중학 3-1,42,61,실수와 그 계산,62,595,제곱근의 뜻과 표현,502,78721,2,3,5
1477,25,확률과 통계,14,26,순열과 조합,28,165,경우의 수,298,65852,3,4,5
1478,15,수2,12,18,수열,22,160,점화식2,155,78773,4,5,5
1479,15,수2,12,19,지수와 로그,23,146,로그의 정의와 성질,132,73476,2,4,5
1480,11,수1,11,12,다항식,17,82,곱셈공식,71,77878,2,4,5
1481,11,수1,11,12,다항식,17,83,곱셈공식의 변형,72,77878,2,4,5
1482,11,수1,11,12,다항식,17,84,항등식의 성질,73,77878,2,4,5
1483,11,수1,11,12,다항식,17,85,다항식의 나머지정리,74,77878,2,4,5
1484,11,수1,11,12,다항식,17,86,인수정리,75,77878,2,4,5
1485,15,수2,12,19,지수와 로그,23,1079,지수의 확장,925,77948,2,3,5
1486,34,기하와 벡터,16,37,공간도형과 공간벡터,37,409,공간도형의 기본성질,264,78771,3,4,4
1487,34,기하와 벡터,16,37,공간도형과 공간벡터,37,419,구의 방정식,274,78771,2,3,5
1488,60,중학 3-1,42,64,이차함수,65,614,이차함수와 그 그래프,520,2143,3,4,5
1489,60,중학 3-1,42,64,이차함수,65,614,이차함수와 그 그래프,520,2143,2,3,5
1490,60,중학 3-1,42,64,이차함수,65,616,이차함수 y=a(x-p)^2+q의 그래프,522,2143,2,3,5
1491,60,중학 3-1,42,64,이차함수,65,614,이차함수와 그 그래프,520,2143,3,4,5
1492,15,수2,12,17,함수,21,132,함수의 정의,118,78770,2,3,5
1493,15,수2,12,17,함수,21,132,함수의 정의,118,78770,3,4,4
1494,49,중학 2-1,40,51,식의 계산,54,547,지수법칙,456,78358,3,4,5
1495,20,미적분1,13,21,수열의 극한,24,215,무한수열의 극한,157,28144,3,4,5
1496,20,미적분1,13,21,수열의 극한,24,216,극한의 기본성질,158,28144,3,4,5
1497,20,미적분1,13,21,수열의 극한,24,217,무한등비수열의 극한,159,28144,3,4,5
1498,20,미적분1,13,21,수열의 극한,24,218,무한급수의 극한,160,28144,3,4,5
1499,11,수1,11,12,다항식,17,1072,단항식과 다항식의 곱셈과 나눗셈,459,77878,2,5,5
1500,49,중학 2-1,40,52,연립방정식 ,55,555,미지수가 2개인 일차방정식,464,77938,2,3,4.33333
1501,38,중학 1-1,38,41,문자와 식,46,506,다항식,17,77554,3,4,4.66667
1502,11,수1,11,13,방정식과 부등식,18,1069,이차방정식과 이차함수의 관계,919,37298,2,3,5
1503,11,수1,11,13,방정식과 부등식,18,103,일차부등식의 해법,93,50262,2,3,5
1504,11,수1,11,13,방정식과 부등식,18,104,이차부등식의 해법,94,50262,2,3,5
1505,15,수2,12,19,지수와 로그,23,140,지수법칙,126,77948,3,4,5
1506,11,수1,11,13,방정식과 부등식,18,1075,부등식의 성질,469,50262,2,3,5
1507,29,미적분2,15,33,적분법,34,347,부정적분 ,218,75675,3,4,5
1508,49,중학 2-1,40,54,일차함수,57,567,일차함수 y=ax+b(a=/0)의 그래프,475,71519,2,4,4.66667
1509,49,중학 2-1,40,54,일차함수,57,568,일차함수 y=ax+b의 그래프의 성질,476,71519,2,4,4.66667
1510,49,중학 2-1,40,50,유리수와 순환소수,53,552,곱셈 공식,461,76725,3,5,5
1511,29,미적분2,15,32,미분법,33,326,도함수,197,75675,2,3,5
1512,49,중학 2-1,40,53,부등식,56,560,부등식,56,72839,2,3,5
1513,25,확률과 통계,14,26,순열과 조합,28,1090,집합의 분할,935,78763,2,3,5
1514,20,미적분1,13,22,함수의 극한,25,220,함수의 극한,178,76739,4,4,2
1515,20,미적분1,13,22,함수의 극한,25,221,함수의 극한에 관한 성질,179,76739,4,4,2
1516,20,미적분1,13,22,함수의 극한,25,222,합성함수의 극한,180,76739,4,4,2
