question_No,student_user_No,개념값,좋은 문제인지 ,난이도,답변평가점수,학교넘버,성별,등급,학년,수학점수,학교,지역
20947,48897,58,4,4,5,21,MAN,472,478,80,기타,
20948,48897,58,3,2,5,21,MAN,472,478,80,기타,
20949,68540,27,4,3,5,21,WOMAN,466,484,98,기타,
20950,50357,12,3,2,5,7182,WOMAN,471,479,100,하안중학교,경기도
20951,68150,39,0,\N,0,21,MAN,467,481,40,기타,
20952,50357,12,3,3,5,7182,WOMAN,471,479,100,하안중학교,경기도
20953,68539,59,3,2,5,3286,WOMAN,471,478,95,월암중학교,대구광역시
20954,48897,59,3,3,1,21,MAN,472,478,80,기타,
20955,50357,12,3,2,5,7182,WOMAN,471,479,100,하안중학교,경기도
20956,50357,12,4,3,5,7182,WOMAN,471,479,100,하안중학교,경기도
20957,34851,33,4,2,5,7668,MAN,465,481,\N,전주고등학교,전라북도
20958,12677,18,4,2,5,8520,MAN,471,479,\N,증산중학교,서울특별시
20959,64707,33,3,3,5,21,MAN,464,481,0,기타,
20960,68534,1155,4,2,5,776,WOMAN,471,479,100,경북대학교사범대학부설중학교,대구광역시
20961,64707,33,3,2,5,21,MAN,464,481,0,기타,
20962,64707,33,4,3,5,21,MAN,464,481,0,기타,
20963,64707,33,3,2,5,21,MAN,464,481,0,기타,
20964,64707,32,4,3,1.66667,21,MAN,464,481,0,기타,
20965,68531,18,3,1,5,2378,WOMAN,465,480,65,성덕고등학교,광주광역시
20966,68481,68,3,2,5,154,MAN,473,479,50,상도중학교,서울특별시
20967,64707,32,3,2,5,21,MAN,464,481,0,기타,
20968,64707,32,4,3,5,21,MAN,464,481,0,기타,
20969,64707,32,0,\N,0,21,MAN,464,481,0,기타,
20970,64707,32,3,2,5,21,MAN,464,481,0,기타,
20971,50799,70,4,3,5,1735,WOMAN,471,479,97,율곡중학교,강원도
20972,68201,41,3,2,4.66667,2149,WOMAN,471,700,100,불곡초등학교,경기도
20973,50799,70,3,2,5,1735,WOMAN,471,479,97,율곡중학교,강원도
20974,50799,70,4,3,4.66667,1735,WOMAN,471,479,97,율곡중학교,강원도
20975,68531,18,3,2,5,2378,WOMAN,465,480,65,성덕고등학교,광주광역시
20976,61915,23,3,2,5,1106,WOMAN,464,482,3,잠실여자고등학교,서울특별시
20977,61915,23,3,2,5,1106,WOMAN,464,482,3,잠실여자고등학교,서울특별시
20978,61915,23,4,3,5,1106,WOMAN,464,482,3,잠실여자고등학교,서울특별시
20979,12677,19,4,2,3,8520,MAN,471,479,\N,증산중학교,서울특별시
20980,64157,50,5,3,5,7584,WOMAN,471,477,100,자양중학교,서울특별시
20981,68332,18,4,3,4,10833,WOMAN,462,480,0,보라고등학교,경기도
20982,68525,32,2,2,5,1138,WOMAN,467,481,13,전주여자고등학교,전라북도
20983,68526,39,3,2,5,8828,WOMAN,473,477,60,탐라중학교,제주특별자치도
20984,68332,17,4,3,5,10833,WOMAN,462,480,0,보라고등학교,경기도
20985,68522,18,4,3,5,9813,WOMAN,467,480,0,화홍고등학교,경기도
20986,68524,32,4,3,5,806,WOMAN,468,481,20,순천효천고등학교,전라남도
20987,68332,17,4,3,5,10833,WOMAN,462,480,0,보라고등학교,경기도
20988,68332,17,3,2,5,10833,WOMAN,462,480,0,보라고등학교,경기도
20989,68520,69,5,3,5,8100,WOMAN,473,479,25,한성여자중학교,서울특별시
20990,68520,69,4,3,5,8100,WOMAN,473,479,25,한성여자중학교,서울특별시
20991,68150,39,3,3,5,21,MAN,467,481,40,기타,
20992,68519,69,4,3,5,11448,WOMAN,472,479,0,제주영지학교,제주특별자치도
20993,68332,17,4,3,5,10833,WOMAN,462,480,0,보라고등학교,경기도
20994,26405,59,4,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
20995,68512,70,3,1,5,1219,WOMAN,472,479,80,백석중학교,경기도
20996,16798,19,4,3,4,788,WOMAN,462,480,\N,수원여자고등학교,경기도
20997,26405,59,4,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
20998,26405,59,4,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
20999,16798,19,4,2,5,788,WOMAN,462,480,\N,수원여자고등학교,경기도
21000,65897,28,3,2,5,49,WOMAN,464,481,70,경기여자고등학교,서울특별시
21001,67774,26,4,2,4.66667,10842,WOMAN,471,479,0,남악중학교,전라남도
21002,26405,59,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21003,40460,50,3,3,5,9710,WOMAN,472,699,\N,서울대치초등학교,서울특별시
21004,64860,37,4,3,5,21,WOMAN,465,482,56,기타,
21005,26405,59,3,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21006,26405,59,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21007,68517,19,4,2,5,766,MAN,463,480,0,송림고등학교,경기도
21008,26405,59,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21009,68518,51,0,\N,0,3293,WOMAN,472,477,0,별가람중학교,경기도
21010,26405,59,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21011,50799,70,4,2,4.66667,1735,WOMAN,471,479,97,율곡중학교,강원도
21012,26405,59,3,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21013,68510,70,2,3,5,874,WOMAN,472,479,90,월서중학교,대구광역시
21014,26405,59,4,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21015,65897,32,0,\N,0,49,WOMAN,464,481,70,경기여자고등학교,서울특별시
21016,26405,59,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21017,26405,59,4,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21018,26405,59,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21019,26405,59,3,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21020,68150,39,3,3,5,21,MAN,467,481,40,기타,
21021,68501,70,4,3,5,9781,WOMAN,472,479,0,군서중학교,경기도
21022,63689,21,4,3,5,9903,WOMAN,463,482,88,인천외국어고등학교,인천광역시
21023,68515,31,4,2,5,7474,WOMAN,467,482,0,창원토월고등학교,경상남도
21024,63689,21,4,3,4,9903,WOMAN,463,482,88,인천외국어고등학교,인천광역시
21025,68515,31,4,3,5,7474,WOMAN,467,482,0,창원토월고등학교,경상남도
21026,26405,59,4,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21027,63689,21,3,3,5,9903,WOMAN,463,482,88,인천외국어고등학교,인천광역시
21028,34028,22,3,2,3.66667,21,WOMAN,470,480,\N,기타,
21029,68512,70,3,2,5,1219,WOMAN,472,479,80,백석중학교,경기도
21030,26405,59,4,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21031,26405,58,4,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21032,26405,58,3,1,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21033,68511,32,4,3,5,10413,MAN,465,481,0,마산용마고등학교,경상남도
21034,68510,70,0,\N,0,874,WOMAN,472,479,90,월서중학교,대구광역시
21035,68501,70,3,2,4.33333,9781,WOMAN,472,479,0,군서중학교,경기도
21036,26405,59,4,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21037,26405,59,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21038,66495,59,4,2,3,21,WOMAN,472,478,66,기타,
21039,57005,19,3,2,4,2587,MAN,467,480,0,비전고등학교,경기도
21040,57798,21,4,2,4.66667,8902,WOMAN,468,481,45,금산여자고등학교,충청남도
21041,66495,59,4,3,4.33333,21,WOMAN,472,478,66,기타,
21042,68297,717,3,2,5,6489,WOMAN,472,700,64,진평초등학교,경상북도
21043,50799,70,4,3,4.66667,1735,WOMAN,471,479,97,율곡중학교,강원도
21044,68497,12,0,\N,0,10413,MAN,465,481,0,마산용마고등학교,경상남도
21045,68497,32,4,3,5,10413,MAN,465,481,0,마산용마고등학교,경상남도
21046,50799,70,3,2,0,1735,WOMAN,471,479,97,율곡중학교,강원도
21047,68495,823,4,2,5,11445,WOMAN,471,699,65,서울도성초등학교,서울특별시
21048,68480,48,3,2,4,9247,WOMAN,472,477,80,대전노은중학교,대전광역시
21049,37298,70,4,2,5,8184,WOMAN,472,479,\N,대전대청중학교,대전광역시
21050,63374,17,4,3,5,7874,WOMAN,464,482,75,이리여자고등학교,전라북도
21051,68486,14,1,1,5,7086,MAN,473,477,94,칠보중학교,경기도
21052,68395,59,3,1,2,364,WOMAN,473,478,58,한울중학교,서울특별시
21053,63374,23,4,3,5,7874,WOMAN,464,482,75,이리여자고등학교,전라북도
21054,68483,1147,3,2,5,3120,WOMAN,472,478,82,진주여자중학교,경상남도
21055,68480,48,4,3,5,9247,WOMAN,472,477,80,대전노은중학교,대전광역시
21056,50799,70,4,2,4.66667,1735,WOMAN,471,479,97,율곡중학교,강원도
21057,63374,23,5,3,5,7874,WOMAN,464,482,75,이리여자고등학교,전라북도
21058,67996,51,3,2,5,8805,WOMAN,473,477,75,상계중학교,서울특별시
21059,49908,57,4,3,5,21,MAN,471,478,83,기타,
21060,67996,51,0,\N,0,8805,WOMAN,473,477,75,상계중학교,서울특별시
21061,63249,32,3,2,5,1176,WOMAN,466,481,48,주엽고등학교,경기도
21062,38335,59,5,2,5,8688,WOMAN,472,478,\N,함현중학교,경기도
21063,59408,24,4,2,5,21,WOMAN,463,484,0,기타,
21064,59408,22,4,2,5,21,WOMAN,463,484,0,기타,
21065,59408,26,4,3,5,21,WOMAN,463,484,0,기타,
21066,59408,26,3,2,4,21,WOMAN,463,484,0,기타,
21067,59408,26,3,2,5,21,WOMAN,463,484,0,기타,
21068,59408,26,3,2,5,21,WOMAN,463,484,0,기타,
21069,59408,26,4,3,4,21,WOMAN,463,484,0,기타,
21070,59408,26,3,2,5,21,WOMAN,463,484,0,기타,
21071,59408,27,4,3,5,21,WOMAN,463,484,0,기타,
21072,59408,26,4,3,5,21,WOMAN,463,484,0,기타,
21073,51040,36,3,3,5,21,WOMAN,465,482,85,기타,
21074,68472,58,3,2,4,3258,MAN,472,478,100,인천석남중학교,인천광역시
21075,44870,18,3,2,5,1394,WOMAN,464,480,62,해성여자고등학교,서울특별시
21076,51040,37,4,3,5,21,WOMAN,465,482,85,기타,
21077,68468,70,3,2,4,10539,WOMAN,471,479,88,대전관저중학교,대전광역시
21078,55204,51,4,2,5,9660,WOMAN,471,477,96,경상중학교,대구광역시
21079,68465,51,4,2,5,1062,MAN,471,699,100,인천용현초등학교,인천광역시
21080,63204,24,4,3,5,1185,WOMAN,463,482,0,중앙대학교사범대학부속고등학교,서울특별시
21081,63204,24,4,3,5,1185,WOMAN,463,482,0,중앙대학교사범대학부속고등학교,서울특별시
21082,63204,23,3,2,5,1185,WOMAN,463,482,0,중앙대학교사범대학부속고등학교,서울특별시
21083,31441,36,3,2,5,9845,WOMAN,465,481,\N,상무고등학교,광주광역시
21084,12921,31,4,3,5,8607,MAN,464,481,\N,방어진고등학교,울산광역시
21085,68461,69,3,2,5,1425,WOMAN,471,479,99,영복여자중학교,경기도
21086,68456,59,4,3,5,21,WOMAN,472,478,85,기타,
21087,45385,18,3,2,5,515,WOMAN,465,480,0,백석고등학교,경기도
21088,68460,70,3,1,5,1980,WOMAN,471,479,89,부석중학교,충청남도
21089,47556,27,4,2,3,327,MAN,465,482,50,대전구봉고등학교,대전광역시
21090,67695,32,3,2,5,10160,WOMAN,465,481,79,백양고등학교,경기도
21091,63954,12,4,2,4.33333,107,MAN,472,478,80,명일중학교,서울특별시
21092,34851,33,3,2,5,7668,MAN,465,481,\N,전주고등학교,전라북도
21093,68457,13,1,1,5,9958,MAN,472,477,43,충주중학교,충청북도
21094,68439,59,4,2,5,8618,MAN,472,478,68,연수중학교,인천광역시
21095,68453,826,0,\N,0,7554,MAN,472,699,100,서울강명초등학교,서울특별시
21096,65897,32,3,3,5,49,WOMAN,464,481,70,경기여자고등학교,서울특별시
21097,68456,58,4,2,4.33333,21,WOMAN,472,478,85,기타,
21098,31441,36,0,\N,0,9845,WOMAN,465,481,\N,상무고등학교,광주광역시
21099,68412,57,5,2,5,9521,WOMAN,473,478,62,산정중학교,광주광역시
21100,68150,39,3,2,4,21,MAN,467,481,40,기타,
21101,68455,70,3,2,5,9743,WOMAN,472,479,95,부천북여자중학교,경기도
21102,67611,37,3,2,5,1423,WOMAN,465,481,40,호수돈여자고등학교,대전광역시
21103,31441,36,3,3,2.66667,9845,WOMAN,465,481,\N,상무고등학교,광주광역시
21104,47556,27,4,1,3,327,MAN,465,482,50,대전구봉고등학교,대전광역시
21105,31441,36,3,2,3,9845,WOMAN,465,481,\N,상무고등학교,광주광역시
21106,31441,36,4,2,5,9845,WOMAN,465,481,\N,상무고등학교,광주광역시
21107,63148,39,2,4,5,11182,MAN,472,478,70,주월중학교,광주광역시
21108,68446,41,3,1,5,9253,WOMAN,471,479,0,군산월명중학교,전라북도
21109,68446,69,4,3,5,9253,WOMAN,471,479,0,군산월명중학교,전라북도
21110,726,33,4,2,4,4,MAN,463,482,\N,가야고등학교,부산광역시
21111,68444,69,4,3,4.33333,266,WOMAN,472,479,74,영동중학교,서울특별시
21112,68443,714,3,3,5,21,WOMAN,472,700,100,기타,
21113,45385,18,5,3,5,515,WOMAN,465,480,0,백석고등학교,경기도
21114,68443,714,3,3,5,21,WOMAN,472,700,100,기타,
21115,26405,59,4,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21116,21548,23,4,3,5,7113,WOMAN,462,482,\N,덕원여자고등학교,서울특별시
21117,47556,27,3,2,5,327,MAN,465,482,50,대전구봉고등학교,대전광역시
21118,26405,59,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21119,45086,1174,3,2,5,21,MAN,465,482,70,기타,
21120,26405,59,4,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21121,26405,59,4,1,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21122,26405,59,4,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21123,26405,58,4,2,4,921,WOMAN,472,478,\N,신일중학교,울산광역시
21124,68420,41,4,2,5,6462,WOMAN,472,477,0,인천영선초등학교,인천광역시
21125,67462,42,3,2,5,21,MAN,472,477,100,기타,
21126,26405,59,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21127,68439,57,4,2,5,8618,MAN,472,478,68,연수중학교,인천광역시
21128,59309,18,3,3,5,729,WOMAN,468,480,50,성지고등학교,부산광역시
21129,62094,32,3,2,4,1349,MAN,465,481,70,학남고등학교,대구광역시
21130,62094,32,5,1,4,1349,MAN,465,481,70,학남고등학교,대구광역시
21131,34860,70,4,1,5,1486,WOMAN,472,479,\N,인창중학교,경기도
21132,62094,32,4,2,5,1349,MAN,465,481,70,학남고등학교,대구광역시
21133,62094,32,4,3,5,1349,MAN,465,481,70,학남고등학교,대구광역시
21134,26405,59,3,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21135,62094,32,5,1,4,1349,MAN,465,481,70,학남고등학교,대구광역시
21136,62094,32,4,1,4,1349,MAN,465,481,70,학남고등학교,대구광역시
21137,59309,18,5,3,5,729,WOMAN,468,480,50,성지고등학교,부산광역시
21138,62094,32,3,2,5,1349,MAN,465,481,70,학남고등학교,대구광역시
21139,62094,32,4,3,5,1349,MAN,465,481,70,학남고등학교,대구광역시
21140,62094,32,5,1,4,1349,MAN,465,481,70,학남고등학교,대구광역시
21141,64138,26,4,3,5,8840,WOMAN,464,481,90,숭신여자고등학교,경기도
21142,60082,37,4,2,4,8848,WOMAN,463,482,96,덕정고등학교,경기도
21143,64860,33,5,4,5,21,WOMAN,465,482,56,기타,
21144,67952,714,2,1,2.33333,11395,WOMAN,472,700,85,이도초등학교,제주특별자치도
21145,68293,32,5,2,4,1176,WOMAN,466,481,35,주엽고등학교,경기도
21146,24572,21,3,4,5,7806,WOMAN,462,481,\N,경덕여자고등학교,대구광역시
21147,45385,18,4,2,5,515,WOMAN,465,480,0,백석고등학교,경기도
21148,66302,1148,4,2,4.66667,10493,WOMAN,471,478,96,대전삼육중학교,대전광역시
21149,68417,929,4,1,4,7954,WOMAN,473,698,60,서울개일초등학교,서울특별시
21150,67294,58,4,2,5,9908,WOMAN,471,478,95,가평중학교,경기도
21151,68417,929,3,2,4,7954,WOMAN,473,698,60,서울개일초등학교,서울특별시
21152,37393,12,3,2,5,21,WOMAN,464,480,\N,기타,
21153,68420,41,5,1,5,6462,WOMAN,472,477,0,인천영선초등학교,인천광역시
21154,68417,934,2,1,4,7954,WOMAN,473,698,60,서울개일초등학교,서울특별시
21155,35473,30,2,1,5,713,MAN,466,481,\N,성서고등학교,대구광역시
21156,61408,18,4,2,5,10021,WOMAN,465,480,50,안동여자고등학교,경상북도
21157,68424,12,3,3,5,7297,WOMAN,472,479,0,신광여자중학교,서울특별시
21158,37393,12,4,2,5,21,WOMAN,464,480,\N,기타,
21159,68392,717,3,2,4.66667,7381,WOMAN,472,700,70,동인초등학교,경기도
21160,33820,27,4,3,5,8981,WOMAN,464,481,\N,원화여자고등학교,대구광역시
21161,67952,712,4,2,5,11395,WOMAN,472,700,85,이도초등학교,제주특별자치도
21162,34860,70,3,2,4,1486,WOMAN,472,479,\N,인창중학교,경기도
21163,45256,32,3,3,5,21,WOMAN,462,484,0,기타,
21164,68411,2138,4,3,4,2673,WOMAN,473,700,75,창영초등학교,경기도
21165,67411,57,3,3,5,9086,WOMAN,472,478,70,부산진여자중학교,부산광역시
21166,68416,58,3,3,5,7756,MAN,472,478,50,충일중학교,충청북도
21167,34860,70,3,3,5,1486,WOMAN,472,479,\N,인창중학교,경기도
21168,26405,58,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21169,68416,57,3,3,5,7756,MAN,472,478,50,충일중학교,충청북도
21170,45256,32,4,3,5,21,WOMAN,462,484,0,기타,
21171,45256,32,4,2,5,21,WOMAN,462,484,0,기타,
21172,26405,58,4,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
21173,68411,2149,3,2,5,2673,WOMAN,473,700,75,창영초등학교,경기도
21174,45256,37,4,3,4,21,WOMAN,462,484,0,기타,
21175,62605,58,1,1,5,3237,WOMAN,473,478,62,문시중학교,경기도
21176,68332,17,4,3,5,10833,WOMAN,462,480,0,보라고등학교,경기도
21177,57284,31,4,3,4,185,WOMAN,466,481,40,군산영광여자고등학교,전라북도
21178,57284,31,3,2,5,185,WOMAN,466,481,40,군산영광여자고등학교,전라북도
21179,68150,39,3,2,4.66667,21,MAN,467,481,40,기타,
21180,57284,31,3,2,4,185,WOMAN,466,481,40,군산영광여자고등학교,전라북도
21181,68412,57,3,2,2,9521,WOMAN,473,478,62,산정중학교,광주광역시
21182,57284,31,3,2,5,185,WOMAN,466,481,40,군산영광여자고등학교,전라북도
21183,68411,927,0,\N,0,2673,WOMAN,473,700,75,창영초등학교,경기도
21184,57284,31,3,2,5,185,WOMAN,466,481,40,군산영광여자고등학교,전라북도
21185,37393,12,4,2,3,21,WOMAN,464,480,\N,기타,
21186,47791,32,4,2,5,9150,WOMAN,471,479,95,임학중학교,인천광역시
21187,47791,32,4,3,4,9150,WOMAN,471,479,95,임학중학교,인천광역시
21188,47791,32,3,3,5,9150,WOMAN,471,479,95,임학중학교,인천광역시
21189,47791,32,4,3,5,9150,WOMAN,471,479,95,임학중학교,인천광역시
21190,42848,27,2,3,5,401,MAN,466,481,30,동산고등학교,인천광역시
21191,57081,33,4,4,4,362,WOMAN,463,482,92,덕문여자고등학교,부산광역시
21192,65698,32,4,2,4,1393,MAN,464,481,70,해성고등학교,경상남도
21193,68150,39,5,2,5,21,MAN,467,481,40,기타,
21194,68332,17,4,2,5,10833,WOMAN,462,480,0,보라고등학교,경기도
21195,68405,48,4,2,5,1781,MAN,473,477,15,가경중학교,충청북도
21196,44870,18,4,3,5,1394,WOMAN,464,480,62,해성여자고등학교,서울특별시
21197,50262,1153,2,1,0,3264,MAN,472,479,88,장흥중학교,경상북도
21198,56697,70,4,2,5,380,MAN,472,479,85,가람중학교,부산광역시
21199,68405,48,5,2,5,1781,MAN,473,477,15,가경중학교,충청북도
21200,68150,39,5,2,5,21,MAN,467,481,40,기타,
21201,34269,24,4,3,5,501,WOMAN,465,482,\N,반여고등학교,부산광역시
21202,34269,26,5,3,4.33333,501,WOMAN,465,482,\N,반여고등학교,부산광역시
21203,56697,70,3,2,4.66667,380,MAN,472,479,85,가람중학교,부산광역시
21204,50262,1153,0,\N,0,3264,MAN,472,479,88,장흥중학교,경상북도
21205,34269,24,4,3,4,501,WOMAN,465,482,\N,반여고등학교,부산광역시
21206,34269,27,4,3,5,501,WOMAN,465,482,\N,반여고등학교,부산광역시
21207,34269,17,4,3,5,501,WOMAN,465,482,\N,반여고등학교,부산광역시
21208,34269,23,4,3,3.66667,501,WOMAN,465,482,\N,반여고등학교,부산광역시
21209,56697,70,4,3,4.66667,380,MAN,472,479,85,가람중학교,부산광역시
21210,34269,17,4,3,5,501,WOMAN,465,482,\N,반여고등학교,부산광역시
21211,64322,32,4,4,5,21,WOMAN,462,482,93,기타,
21212,68404,57,3,2,5,9660,MAN,473,478,72,경상중학교,대구광역시
21213,64322,33,5,4,5,21,WOMAN,462,482,93,기타,
21214,64322,37,4,3,5,21,WOMAN,462,482,93,기타,
21215,30557,69,2,2,5,21,MAN,466,484,\N,기타,
21216,50502,14,4,3,4.33333,324,MAN,464,484,85,대전고등학교,대전광역시
21217,68150,39,3,2,5,21,MAN,467,481,40,기타,
21218,68391,33,0,\N,0,21,WOMAN,466,484,0,기타,
21219,9226,32,3,2,5,1438,MAN,472,479,\N,대구학남초등학교,대구광역시
21220,68396,51,4,3,5,2231,WOMAN,472,477,88,원광여자중학교,전라북도
21221,68395,59,4,2,4.33333,364,WOMAN,473,478,58,한울중학교,서울특별시
21222,48321,39,4,1,5,9126,WOMAN,471,477,99,청명중학교,경기도
21223,68150,39,4,2,5,21,MAN,467,481,40,기타,
21224,61507,24,4,2,5,2094,WOMAN,464,484,0,광주중앙고등학교,경기도
21225,68391,33,4,3,5,21,WOMAN,466,484,0,기타,
21226,9226,32,3,2,5,1438,MAN,472,479,\N,대구학남초등학교,대구광역시
21227,44277,39,0,\N,0,21,MAN,472,477,100,기타,
